,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
108,RYAN,"Ryan Specialty Holdings, Inc.",14.04B,1.10%,648400,2.08B
109,XP,XP Inc.,14.02B,1.65%,5746390,3.05B
110,FNF,"Fidelity National Financial, Inc.",13.95B,-0.63%,1089736,11.75B
111,KEY,KeyCorp,13.93B,-0.74%,11740947,5.89B
112,BAP,Credicorp Ltd.,13.78B,-0.24%,136985,3.90B
113,MORN,"Morningstar, Inc.",13.11B,1.32%,93007,2.04B
114,ARCC,Ares Capital Corporation,12.46B,0.93%,4326746,2.61B
115,RNR,RenaissanceRe Holdings Ltd.,12.39B,0.39%,214890,9.13B
116,RGA,"Reinsurance Group of America, Incorporated",12.06B,0.68%,180099,18.57B
117,BCH,Banco de Chile,11.88B,0.69%,195032,3.21B
118,CNA,CNA Financial Corporation,11.88B,1.21%,239819,13.30B
119,KNSL,"Kinsale Capital Group, Inc.",11.87B,0.96%,180124,1.22B
120,GL,Globe Life Inc.,11.61B,0.37%,596868,5.45B
121,ALLY,Ally Financial Inc.,11.40B,1.73%,3924359,8.21B
122,EQH,"Equitable Holdings, Inc.",11.19B,2.12%,2254991,10.53B
123,AFG,"American Financial Group, Inc.",10.83B,0.31%,352121,7.83B
124,UWMC,UWM Holdings Corporation,10.78B,-0.59%,824076,1.31B
125,EWBC,"East West Bancorp, Inc.",10.69B,0.01%,1063079,2.48B
126,AEG,Aegon N.V.,10.40B,0.17%,1710361,-11.08B
127,UNM,Unum Group,9.64B,1.07%,1040768,12.39B
128,AIZ,"Assurant, Inc.",9.27B,1.55%,281519,11.13B
129,JEF,Jefferies Financial Group Inc.,9.19B,-,631798,4.70B
130,BSAC,Banco Santander-Chile,9.19B,3.02%,201970,2.19B
131,SEIC,SEI Investments Company,9.10B,0.48%,595836,1.92B
132,HLI,"Houlihan Lokey, Inc.",8.62B,-1.40%,286607,1.84B
133,PRI,"Primerica, Inc.",8.58B,0.15%,60460,2.82B
134,MKTX,MarketAxess Holdings Inc.,8.45B,-0.22%,482899,752.55M
135,WF,Woori Financial Group Inc.,8.40B,0.36%,27807,8.25B
136,WBS,Webster Financial Corporation,8.38B,-0.45%,406111,2.50B
137,FHN,First Horizon Corporation,8.37B,-0.34%,4725528,3.21B
138,FUTU,Futu Holdings Limited,8.30B,7.69%,2330185,1.27B
139,ORI,Old Republic International Corporation,8.12B,-0.14%,1011734,7.26B
140,CIB,Bancolombia S.A.,8.03B,-0.92%,145103,4.25B
141,SF,Stifel Financial Corp.,7.63B,0.03%,402774,4.35B
142,EVR,Evercore Inc.,7.59B,-1.46%,253313,2.43B
143,SOFI,"SoFi Technologies, Inc.",7.50B,-2.60%,47921608,2.12B
144,IVZ,Invesco Ltd.,7.10B,-1.39%,4868204,5.72B
145,VOYA,"Voya Financial, Inc.",6.99B,1.15%,1011957,7.35B
146,CMA,Comerica Incorporated,6.98B,-1.26%,1614325,3.50B
147,CFR,Cullen Frost Bankers Inc.,6.89B,0.54%,243038,1.94B
148,CBSH,"Commerce Bancshares, Inc.",6.82B,-0.63%,322187,1.54B
149,CACC,Credit Acceptance Corporation,6.77B,0.88%,48873,1.90B
150,RLI,RLI Corp.,6.74B,0.35%,89546,1.51B
151,WAL,Western Alliance Bancorporation,6.50B,-0.56%,803901,2.56B
152,PNFP,"Pinnacle Financial Partners, Inc.",6.42B,-1.26%,244594,1.60B
153,SIGI,"Selective Insurance Group, Inc.",6.35B,-0.39%,152703,4.23B
154,SSB,SouthState Corporation,6.28B,-1.29%,191929,1.63B
155,ZION,"Zions Bancorporation,NA",6.17B,-1.71%,2243370,2.98B
156,BPOP,"Popular, Inc.",6.14B,-0.31%,498673,2.57B
157,HLNE,Hamilton Lane Incorporated,6.03B,-0.11%,188300,489.97M
158,ESNT,Essent Group Ltd.,5.95B,0.52%,451255,1.11B
159,WTFC,Wintrust Financial Corporation,5.92B,0.82%,343362,2.16B
160,PB,"Prosperity Bancshares, Inc.",5.90B,-0.87%,244537,1.09B
161,OBDC,Blue Owl Capital Corporation,5.88B,0.13%,1287455,1.58B
162,FAF,First American Financial Corporation,5.83B,-0.50%,405145,6.00B
163,SNV,Synovus Financial Corp.,5.80B,-0.94%,871041,2.03B
164,OMF,"OneMain Holdings, Inc.",5.78B,0.87%,477314,2.56B
165,MTG,MGIC Investment Corporation,5.63B,0.24%,2283246,1.16B
166,BOKF,BOK Financial Corporation,5.60B,0.05%,150288,2.02B
167,FSK,FS KKR Capital Corp.,5.42B,-0.64%,2417607,1.83B
168,MARA,"Marathon Digital Holdings, Inc.",5.33B,-2.18%,63732321,387.51M
169,FCFS,"FirstCash Holdings, Inc",5.28B,1.89%,137169,3.15B
170,AMG,"Affiliated Managers Group, Inc.",5.21B,-0.46%,162864,2.06B
171,AXS,AXIS Capital Holdings Limited,5.19B,1.19%,429741,5.64B
172,JHG,Janus Henderson Group plc,5.13B,-0.03%,499089,2.10B
173,CADE,Cadence Bank,5.11B,-1.00%,584088,1.65B
174,AGO,Assured Guaranty Ltd.,5.01B,1.58%,395737,1.37B
175,ONB,Old National Bancorp,4.91B,-1.37%,1195274,1.78B
176,OZK,Bank OZK,4.91B,-1.22%,1107312,1.79B
177,FNB,F.N.B. Corporation,4.87B,-0.59%,1215629,1.50B
178,HOMB,"Home Bancshares, Inc. (Conway, AR)",4.83B,-0.88%,667881,984.75M
179,WU,The Western Union Company,4.80B,-1.78%,4580701,4.36B
180,UBSI,"United Bankshares, Inc.",4.77B,-2.69%,594899,1.02B
181,BNRE,Brookfield Reinsurance Ltd.,4.76B,-0.31%,2808,6.25B
182,RDN,Radian Group Inc.,4.76B,0.54%,1712956,1.24B
183,COOP,Mr. Cooper Group Inc.,4.69B,0.73%,343032,1.79B
184,ACT,"Enact Holdings, Inc.",4.69B,1.39%,229442,1.15B
185,THG,"The Hanover Insurance Group, Inc.",4.68B,-0.02%,84714,5.99B
186,JXN,Jackson Financial Inc.,4.63B,3.11%,1044466,3.16B
187,LNC,Lincoln National Corporation,4.61B,-1.54%,1442543,11.65B
188,GBCI,"Glacier Bancorp, Inc.",4.60B,-0.71%,544598,794.97M
189,FFIN,"First Financial Bankshares, Inc.",4.59B,-1.56%,419426,481.18M
190,SLM,SLM Corporation,4.59B,0.86%,2110970,1.46B
191,DNB,"Dun & Bradstreet Holdings, Inc.",4.59B,0.29%,1788429,2.31B
192,FG,"F&G Annuities & Life, Inc.",4.58B,0.71%,80640,4.50B
193,ESGR,Enstar Group Limited,4.56B,-0.21%,53611,1.43B
194,FRHC,Freedom Holding Corp.,4.43B,-0.30%,51546,1.40B
195,AEL,American Equity Investment Life Holding Company,4.42B,-,170598,2.84B
196,WTM,"White Mountains Insurance Group, Ltd.",4.42B,0.98%,6390,2.17B
197,BNRE.A,Brookfield Reinsurance Ltd,4.40B,0.05%,1481,6.25B
198,PFSI,"PennyMac Financial Services, Inc.",4.38B,-0.26%,104879,1.40B
199,VLY,Valley National Bancorp,4.14B,-1.72%,5428485,1.84B
200,COLB,"Columbia Banking System, Inc.",4.07B,-1.33%,2406901,1.78B
201,GGAL,Grupo Financiero Galicia S.A.,4.02B,4.64%,662864,8.97B
202,CRVL,CorVel Corporation,4.00B,0.10%,26838,773.52M
203,UMBF,UMB Financial Corporation,3.99B,-2.51%,260167,1.42B
204,PJT,PJT Partners Inc.,3.93B,-1.65%,208889,1.15B
205,MAIN,Main Street Capital Corporation,3.91B,0.28%,249065,500.39M
206,AB,AllianceBernstein Holding L.P.,3.85B,0.89%,427202,299.78M
207,STEP,StepStone Group Inc.,3.82B,-0.97%,171594,527.20M
208,HWC,Hancock Whitney Corporation,3.81B,-1.36%,337810,1.33B
209,KMPR,Kemper Corporation,3.75B,-0.33%,444047,4.94B
210,CNS,"Cohen & Steers, Inc.",3.71B,-2.56%,81331,489.64M
211,TFSL,TFS Financial Corporation,3.57B,-1.10%,254857,301.59M
212,MC,Moelis & Company,3.56B,-1.89%,523544,854.75M
213,SFBS,"ServisFirst Bancshares, Inc.",3.56B,-2.02%,130193,422.64M
214,AMTD,AMTD IDEA Group,3.51B,1.17%,38785,235.75M
215,LAZ,Lazard Ltd,3.45B,-2.57%,1121538,2.52B
216,BGC,"BGC Group, Inc",3.39B,-0.47%,4782191,2.03B
217,IBOC,International Bancshares Corporation,3.37B,-0.39%,191798,798.87M
218,NNI,"Nelnet, Inc.",3.27B,-0.05%,75663,1.15B
219,ABCB,Ameris Bancorp,3.27B,-1.94%,285238,935.22M
220,IFS,Intercorp Financial Services Inc.,3.26B,-1.27%,38501,1.15B
221,ASB,Associated Banc-Corp,3.21B,-1.37%,739078,1.02B
222,LU,Lufax Holding Ltd,3.13B,8.18%,3317041,5.46B
223,UCBI,"United Community Banks, Inc.",3.11B,-1.95%,400107,803.82M
224,APAM,Artisan Partners Asset Management Inc.,3.09B,-2.97%,394132,975.13M
225,WD,"Walker & Dunlop, Inc.",3.05B,0.85%,452788,1.05B
226,VIRT,"Virtu Financial, Inc.",3.04B,-1.74%,885685,2.29B
227,FHI,"Federated Hermes, Inc.",3.04B,-1.64%,466180,1.61B
228,BUR,Burford Capital Limited,3.04B,0.51%,737020,-
229,HGTY,"Hagerty, Inc.",3.01B,-1.11%,60574,952.17M
230,BMA,Banco Macro S.A.,2.99B,2.83%,313096,2.81B
231,BHF,"Brighthouse Financial, Inc.",2.94B,0.90%,309582,4.12B
232,BANF,BancFirst Corporation,2.94B,-0.88%,38343,602.41M
233,AVAL,Grupo Aval Acciones y Valores S.A.,2.93B,-3.20%,121188,2.82B
234,CNO,"CNO Financial Group, Inc.",2.92B,-0.45%,410516,4.15B
235,CATY,Cathay General Bancorp,2.89B,-1.07%,245009,784.06M
236,AX,"Axos Financial, Inc.",2.89B,0.24%,369862,1.03B
237,PIPR,Piper Sandler Companies,2.89B,-0.30%,79961,1.35B
238,HTGC,"Hercules Capital, Inc.",2.87B,0.44%,535834,460.67M
239,GSHD,"Goosehead Insurance, Inc",2.87B,0.40%,157994,261.28M
240,TCBI,"Texas Capital Bancshares, Inc.",2.85B,-1.36%,363945,1.00B
241,FBP,First BanCorp.,2.82B,-1.60%,791728,868.86M
242,GNW,"Genworth Financial, Inc.",2.81B,-0.63%,2228181,7.49B
243,FIBK,"First Interstate BancSystem, Inc.",2.78B,-1.50%,571956,993.60M
244,FHB,"First Hawaiian, Inc.",2.71B,-0.61%,592379,810.31M
245,GBDC,"Golub Capital BDC, Inc.",2.69B,1.65%,898536,630.98M
246,AMK,"AssetMark Financial Holdings, Inc.",2.65B,0.22%,91484,714.45M
247,WSFS,WSFS Financial Corporation,2.64B,-1.96%,217288,926.90M
248,INTR,"Inter & Co, Inc.",2.64B,1.48%,667712,975.89M
249,MCY,Mercury General Corporation,2.63B,-0.17%,140993,4.63B
250,AUB,Atlantic Union Bankshares Corporation,2.61B,-1.38%,185220,670.27M
251,VCTR,"Victory Capital Holdings, Inc.",2.55B,0.86%,425362,821.03M
252,FULT,Fulton Financial Corporation,2.52B,-1.86%,893205,1.03B
253,CBU,"Community Bank System, Inc.",2.52B,-2.52%,242701,640.92M
254,QFIN,Qifu Technology Inc.,2.51B,7.24%,1745864,2.16B
255,BOH,Bank of Hawaii Corporation,2.47B,-1.22%,193239,664.63M
256,SFNC,Simmons First National Corporation,2.47B,-2.15%,407608,763.66M
257,CVBF,CVB Financial Corp.,2.46B,-2.15%,670561,545.32M
258,NMIH,"NMI Holdings, Inc.",2.46B,-0.79%,320120,579.00M
259,EBC,"Eastern Bankshares, Inc.",2.36B,-,840217,292.60M
260,BANC,"Banc of California, Inc.",2.35B,-0.27%,1222689,246.84M
261,PUYI,Puyi Inc.,2.35B,0.83%,9779,15.81M
262,NYCB,"New York Community Bancorp, Inc.",2.35B,5.85%,50705317,5.07B
263,WAFD,WaFd Inc,2.32B,-2.69%,303935,673.02M
264,UPST,"Upstart Holdings, Inc.",2.30B,-3.69%,3796979,513.56M
265,PPBI,"Pacific Premier Bancorp, Inc.",2.27B,-2.28%,462391,440.99M
266,INDB,Independent Bank Corp.,2.21B,-2.74%,225819,707.88M
267,PSEC,Prospect Capital Corporation,2.20B,0.91%,1430911,883.81M
268,PAX,Patria Investments Limited,2.17B,-1.61%,271345,307.16M
269,SNEX,StoneX Group Inc.,2.15B,-2.20%,82388,67.42B
270,PRK,Park National Corporation,2.14B,-1.67%,30473,462.84M
271,SBCF,Seacoast Banking Corporation of Florida,2.11B,-1.57%,315401,529.87M
272,FFBC,First Financial Bancorp.,2.10B,-1.95%,236717,797.09M
273,SPNT,SiriusPoint Ltd.,2.07B,0.25%,214077,2.74B
274,BKU,"BankUnited, Inc.",2.07B,-2.15%,486125,873.04M
275,FRME,First Merchants Corporation,2.06B,-1.00%,233054,647.50M
276,HTH,Hilltop Holdings Inc.,2.05B,-0.95%,168749,1.18B
277,TOWN,TowneBank,2.04B,-1.21%,199180,770.52M
278,AGM,Federal Agricultural Mortgage Corporation,1.99B,1.58%,69444,350.20M
279,AGM.A,Federal Agricultural Mortgage Corporation,1.96B,-,26,350.20M
280,TSLX,"Sixth Street Specialty Lending, Inc.",1.96B,0.56%,289841,438.09M
281,TBBK,"The Bancorp, Inc.",1.94B,-1.41%,791054,447.82M
282,MBIN,Merchants Bancorp,1.94B,-1.80%,49411,482.46M
283,NAVI,Navient Corporation,1.88B,1.03%,477108,1.15B
284,BRP,"BRP Group, Inc.",1.87B,2.49%,522439,1.22B
285,DFIN,"Donnelley Financial Solutions, Inc.",1.84B,1.58%,79566,797.20M
286,IBTX,"Independent Bank Group, Inc.",1.84B,-1.44%,142521,503.86M
287,PLMR,"Palomar Holdings, Inc.",1.82B,1.16%,96260,375.93M
288,BFH,"Bread Financial Holdings, Inc.",1.80B,0.49%,983683,3.06B
289,LOB,"Live Oak Bancshares, Inc.",1.80B,-2.00%,91703,405.72M
290,VRTS,"Virtus Investment Partners, Inc.",1.77B,-0.71%,51933,845.27M
291,ENVA,"Enova International, Inc.",1.76B,1.33%,159678,1.23B
292,NWLI,"National Western Life Group, Inc.",1.76B,0.10%,3474,703.35M
293,OFG,OFG Bancorp,1.76B,-1.53%,203416,628.61M
294,WSBC,"WesBanco, Inc.",1.76B,-2.50%,194298,584.05M
295,CLBK,"Columbia Financial, Inc.",1.76B,-3.05%,69913,228.47M
296,RNST,Renasant Corporation,1.75B,-2.98%,136623,616.81M
297,TFIN,"Triumph Financial, Inc.",1.74B,-0.08%,136929,406.05M
298,LKFN,Lakeland Financial Corporation,1.73B,-0.83%,129941,241.04M
299,BBAR,BBVA Argentina,1.73B,4.43%,1579420,973.78M
300,CUBI,"Customers Bancorp, Inc.",1.72B,-2.84%,351085,683.40M
301,GSBD,"Goldman Sachs BDC, Inc.",1.69B,0.78%,575909,454.91M
302,STC,Stewart Information Services Corporation,1.68B,-0.82%,100735,2.21B
303,FBK,FB Financial Corporation,1.66B,-1.95%,65820,475.22M
304,BBUC,Brookfield Business Corporation,1.66B,-0.22%,22508,7.68B
305,NBTB,NBT Bancorp Inc.,1.66B,-2.59%,120568,495.12M
306,GCMG,GCM Grosvenor Inc,1.66B,-1.81%,90452,445.00M
307,TRMK,Trustmark Corporation,1.65B,-2.93%,212950,735.26M
308,BANR,Banner Corporation,1.60B,-1.50%,185020,609.63M
309,OCSL,Oaktree Specialty Lending Corporation,1.57B,0.30%,536854,398.09M
310,CHCO,City Holding Company,1.53B,-1.32%,60893,286.63M
311,FIHL,Fidelis Insurance Holdings Limited,1.50B,3.10%,530253,3.60B
312,HTLF,"Heartland Financial USA, Inc.",1.49B,-1.26%,157906,558.60M
313,EFSC,Enterprise Financial Services Corp,1.47B,-0.86%,83250,594.71M
314,NWBI,"Northwest Bancshares, Inc.",1.46B,-2.00%,866039,526.63M
315,FBNC,First Bancorp,1.44B,-2.40%,80718,386.34M
316,FINV,FinVolution Group,1.44B,4.18%,1444909,1.70B
317,DWAC,Digital World Acquisition Corp.,1.43B,2.81%,638529,-
318,HMN,Horace Mann Educators Corporation,1.43B,1.81%,207424,1.49B
319,SKWD,"Skyward Specialty Insurance Group, Inc.",1.42B,2.47%,369688,827.04M
320,NTB,The Bank of N.T. Butterfield & Son Limited,1.40B,-0.99%,122464,578.60M
321,FCF,First Commonwealth Financial Corporation,1.38B,-1.70%,258746,467.47M
322,HOPE,"Hope Bancorp, Inc.",1.35B,-1.25%,456211,542.34M
323,SYBT,"Stock Yards Bancorp, Inc.",1.34B,-1.95%,88259,325.76M
324,NMFC,New Mountain Finance Corporation,1.32B,0.94%,1037995,374.84M
325,NBHC,National Bank Holdings Corporation,1.31B,-1.61%,78087,417.57M
326,BUSE,First Busey Corporation,1.31B,-1.18%,95029,439.44M
327,CASH,"Pathward Financial, Inc.",1.29B,-2.00%,99225,659.96M
328,STEL,"Stellar Bancorp, Inc.",1.29B,-1.20%,65414,452.38M
329,WT,"WisdomTree, Inc.",1.28B,0.24%,727948,349.04M
330,WABC,Westamerica Bancorporation,1.28B,-1.96%,102289,324.80M
331,PWP,Perella Weinberg Partners,1.24B,-0.98%,226464,648.65M
332,SRCE,1st Source Corporation,1.24B,-1.24%,46372,363.40M
333,NRDS,"NerdWallet, Inc.",1.24B,-0.50%,263108,599.40M
334,NIC,"Nicolet Bankshares, Inc.",1.23B,-0.89%,18679,272.50M
335,STBA,"S&T Bancorp, Inc.",1.21B,-1.67%,118965,389.14M
336,TRUP,"Trupanion, Inc.",1.20B,1.53%,394581,1.11B
337,LMND,"Lemonade, Inc.",1.19B,-2.99%,1620295,429.80M
338,SAFT,"Safety Insurance Group, Inc.",1.17B,1.57%,63822,930.96M
339,ECPG,"Encore Capital Group, Inc.",1.17B,-0.75%,91475,1.22B
340,TCBK,TriCo Bancshares,1.16B,-0.94%,125173,394.09M
341,PFS,"Provident Financial Services, Inc.",1.16B,-2.22%,309300,451.38M
342,EIG,"Employers Holdings, Inc.",1.13B,-0.29%,97734,850.90M
343,HCI,"HCI Group, Inc.",1.12B,-0.17%,262620,550.67M
344,CET,Central Securities Corp.,1.12B,0.96%,28449,57.37M
345,VBTX,"Veritex Holdings, Inc.",1.06B,-4.78%,503285,377.75M
346,CSWC,Capital Southwest Corporation,1.06B,0.94%,377840,168.90M
347,BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",1.05B,-0.28%,78271,166.67M
348,BCSF,"Bain Capital Specialty Finance, Inc.",1.02B,0.57%,309087,297.79M
349,PFBC,Preferred Bank,1.01B,-1.41%,78546,351.76M
350,PEBO,Peoples Bancorp Inc.,1.01B,-1.70%,70395,411.61M
351,PRAA,"PRA Group, Inc.",1.01B,-2.55%,128922,802.55M
352,AMSF,"AMERISAFE, Inc.",1.01B,-0.50%,98630,306.85M
353,BBDC,"Barings BDC, Inc.",1.00B,1.16%,620756,289.20M
354,SCRM,Screaming Eagle Acquisition Corp.,1.00B,-,26158,-
355,SASR,"Sandy Spring Bancorp, Inc.",995.87M,-0.18%,362261,439.19M
356,GABC,"German American Bancorp, Inc.",993.89M,-1.67%,97220,248.14M
357,BHLB,"Berkshire Hills Bancorp, Inc.",977.19M,-1.61%,155269,411.83M
358,CVII,Churchill Capital Corp VII,976.99M,-0.05%,3633,-
359,QCRH,"QCR Holdings, Inc.",967.27M,-0.46%,36747,337.15M
360,OBK,"Origin Bancorp, Inc.",964.98M,-1.25%,54241,341.14M
361,PX,"P10, Inc.",959.05M,0.49%,715556,237.01M
362,RBCAA,"Republic Bancorp, Inc.",958.33M,-0.80%,6451,311.88M
363,SII,Sprott Inc.,949.95M,-0.71%,42164,169.02M
364,MFIC,MidCap Financial Investment Corporation,942.91M,1.25%,152930,276.52M
365,BY,"Byline Bancorp, Inc.",937.28M,-0.90%,43752,355.28M
366,CIFR,Cipher Mining Inc.,936.92M,-0.79%,4753550,-
367,OCFC,OceanFirst Financial Corp.,913.78M,-1.03%,322870,385.68M
368,LC,LendingClub Corporation,891.57M,-2.13%,960500,864.62M
369,BRKL,"Brookline Bancorp, Inc.",879.17M,-2.22%,329374,333.44M
370,GHLD,Guild Holdings Company,877.96M,-5.15%,11975,732.26M
371,BSIG,BrightSphere Investment Group Inc.,874.96M,-0.70%,123888,426.60M
372,SBSI,"Southside Bancshares, Inc.",872.27M,-1.77%,71346,241.71M
373,BFC,Bank First Corporation,862.06M,-1.88%,9622,186.91M
374,SLRC,SLR Investment Corp.,858.69M,-0.13%,300958,229.31M
375,LPRO,Open Lending Corporation,847.59M,-2.37%,264304,117.46M
376,HG,"Hamilton Insurance Group, Ltd.",839.98M,0.57%,211144,1.57B
377,CGBD,"Carlyle Secured Lending, Inc.",834.81M,0.12%,260177,241.63M
378,MTAL,Metals Acquisition Corp,832.60M,1.71%,11232,302.46M
379,AMTB,Amerant Bancorp Inc.,824.14M,-0.82%,53316,352.68M
380,LDI,"loanDepot, Inc.",819.57M,-0.39%,245644,915.05M
381,FBMS,"The First Bancshares, Inc.",810.36M,-0.19%,113945,281.53M
382,ALTI,"AlTi Global, Inc.",805.08M,-9.23%,215009,183.89M
383,BRDG,Bridge Investment Group Holdings Inc.,803.88M,1.66%,295544,259.81M
384,BITF,Bitfarms Ltd.,798.63M,-2.09%,18382877,146.37M
385,WRLD,World Acceptance Corporation,795.30M,1.61%,28878,575.18M
386,LBAI,"Lakeland Bancorp, Inc.",794.08M,-1.21%,201685,293.77M
387,CFFN,"Capitol Federal Financial, Inc.",787.69M,-1.20%,764209,-41.97M
388,ABL,"Abacus Life, Inc.",784.27M,-1.20%,88486,66.37M
389,GRNT,"Granite Ridge Resources, Inc",776.82M,2.69%,300737,394.07M
390,ECC,Eagle Point Credit Company Inc.,774.87M,1.09%,887773,122.65M
391,CNOB,"ConnectOne Bancorp, Inc.",768.85M,-0.95%,158919,260.91M
392,AMAL,Amalgamated Financial Corp.,738.94M,-1.36%,92937,275.98M
393,FMBH,"First Mid Bancshares, Inc.",738.66M,-0.26%,31513,274.15M
394,CTBI,"Community Trust Bancorp, Inc.",736.51M,-1.14%,30119,223.96M
395,TMP,Tompkins Financial Corporation,722.47M,-1.89%,36046,215.42M
396,PFC,Premier Financial Corp.,720.67M,-1.24%,96785,302.71M
397,AC,"Associated Capital Group, Inc.",714.19M,-0.71%,5958,14.59M
398,EGBN,"Eagle Bancorp, Inc.",713.81M,-3.23%,419398,280.81M
399,DCOM,"Dime Community Bancshares, Inc.",709.18M,-2.06%,169022,350.01M
400,NOAH,Noah Holdings Limited,704.64M,-0.27%,185724,464.55M
401,PFLT,PennantPark Floating Rate Capital Ltd.,698.86M,-0.18%,836024,145.97M
402,AMBC,"Ambac Financial Group, Inc.",697.82M,-2.07%,430610,269.00M
403,TRIN,Trinity Capital Inc.,691.45M,0.27%,341075,181.86M
404,GHIX,"Gores Holdings IX, Inc.",691.03M,-,2751,-
405,TIGR,UP Fintech Holding Limited,688.45M,6.35%,1837742,228.23M
406,HFWA,Heritage Financial Corporation,670.55M,-1.93%,151606,239.54M
407,RILY,"B. Riley Financial, Inc.",648.66M,-2.85%,851086,1.79B
408,CFB,"CrossFirst Bankshares, Inc.",644.45M,-1.00%,77699,231.02M
409,AACT,Ares Acquisition Corporation II,639.44M,0.14%,968884,-
410,AMRK,"A-Mark Precious Metals, Inc.",638.55M,-1.89%,116895,10.00B
411,CCAP,"Crescent Capital BDC, Inc.",638.20M,1.11%,57217,184.13M
412,ROOT,"Root, Inc.",631.60M,2.49%,665535,455.00M
413,HUT,Hut 8 Mining Corp.,629.86M,0.71%,2928403,116.50M
414,PRA,ProAssurance Corporation,625.41M,-2.93%,163169,1.14B
415,GSBC,"Great Southern Bancorp, Inc.",620.56M,-1.83%,18417,235.16M
416,TCPC,BlackRock TCP Capital Corp.,618.11M,0.56%,714435,209.33M
417,MCBS,"MetroCity Bankshares, Inc.",615.78M,-0.67%,11741,119.70M
418,VINP,Vinci Partners Investments Ltd.,613.62M,-0.87%,20083,93.31M
419,OSBC,"Old Second Bancorp, Inc.",613.33M,-1.83%,87740,269.61M
420,TIPT,Tiptree Inc.,612.81M,2.64%,58772,1.65B
421,HBT,"HBT Financial, Inc.",612.61M,-1.19%,7684,219.55M
422,FCBC,"First Community Bankshares, Inc.",610.64M,-0.93%,22703,157.15M
423,FDUS,Fidus Investment Corporation,600.06M,0.31%,1105767,130.11M
424,UVSP,Univest Financial Corporation,600.02M,-0.74%,74871,286.05M
425,CION,CION Investment Corporation,600.01M,-0.18%,164195,246.51M
426,IGIC,International General Insurance Holdings Ltd.,594.69M,0.56%,64633,446.20M
427,MBWM,Mercantile Bank Corporation,593.74M,-0.79%,61243,217.99M
428,NBBK,"NB Bancorp, Inc.",591.90M,-0.86%,222052,-
429,SAGA,Sagaliam Acquisition Corp.,586.89M,-,890,-
430,UVE,"Universal Insurance Holdings, Inc.",586.84M,6.63%,349681,1.39B
431,EZPW,"EZCORP, Inc.",584.08M,0.66%,244336,1.08B
432,UFCS,"United Fire Group, Inc.",570.53M,-2.04%,77209,1.10B
433,BFST,"Business First Bancshares, Inc.",567.22M,-0.98%,22313,247.29M
434,VEL,"Velocity Financial, Inc.",560.36M,-1.47%,15245,152.00M
435,HBNC,"Horizon Bancorp, Inc.",552.65M,-2.23%,101925,220.44M
436,QD,Qudian Inc.,551.00M,2.04%,993262,30.62M
437,WULF,TeraWulf Inc.,543.43M,-3.30%,12864725,55.51M
438,TREE,"LendingTree, Inc.",542.32M,2.10%,166116,672.50M
439,PSBD,Palmer Square Capital BDC Inc.,535.49M,0.92%,31357,112.22M
440,TRST,TrustCo Bank Corp NY,528.88M,-2.37%,53716,201.09M
441,CPF,Central Pacific Financial Corp.,528.75M,-2.51%,83688,240.97M
442,IREN,Iris Energy Limited,528.49M,-2.95%,12410895,85.48M
443,HTBK,Heritage Commerce Corp,525.86M,-1.52%,357065,191.47M
444,XPDB,Power & Digital Infrastructure Acquisition II Corp.,520.88M,-28.25%,92593,-
445,MSBI,"Midland States Bancorp, Inc.",519.75M,-1.11%,30393,281.48M
446,CATC,Cambridge Bancorp,518.19M,-1.94%,21064,170.88M
447,APLD,Applied Digital Corporation,512.59M,2.38%,1746704,114.65M
448,SUPV,Grupo Supervielle S.A.,507.27M,2.51%,2107961,626.77M
449,IBCP,Independent Bank Corporation,506.12M,-0.29%,53808,200.80M
450,CCB,Coastal Financial Corporation,505.83M,-1.13%,26781,261.00M
451,GAIN,Gladstone Investment Corporation,504.97M,0.79%,93478,83.52M
452,SMBC,"Southern Missouri Bancorp, Inc.",502.69M,0.20%,19833,153.93M
453,FMNB,Farmers National Banc Corp.,502.36M,-2.06%,41332,170.49M
454,AMNB,American National Bankshares Inc.,500.62M,-1.19%,14989,105.22M
455,EQBK,"Equity Bancshares, Inc.",495.56M,-1.02%,26391,138.02M
456,GCBC,"Greene County Bancorp, Inc.",488.20M,-0.75%,2388,68.41M
457,CAC,Camden National Corporation,482.31M,-1.60%,27483,161.20M
458,RWAY,Runway Growth Finance Corp.,479.63M,-0.08%,392576,164.21M
459,GDOT,Green Dot Corporation,476.52M,-3.22%,877427,1.50B
460,CCBG,"Capital City Bank Group, Inc.",475.90M,-0.21%,18143,216.36M
461,HAFC,Hanmi Financial Corporation,465.21M,-3.13%,329005,251.11M
462,ALCC,AltC Acquisition Corp.,463.76M,-0.09%,144151,-
463,HONE,"HarborOne Bancorp, Inc.",462.32M,-1.62%,92663,163.45M
464,WDH,Waterdrop Inc.,458.04M,1.67%,402372,364.62M
465,YRD,Yiren Digital Ltd.,456.82M,2.15%,92058,647.79M
466,DGICB,Donegal Group Inc.,454.98M,2.07%,403,927.34M
467,GLAD,Gladstone Capital Corporation,452.93M,0.77%,219739,90.36M
468,FFWM,First Foundation Inc.,452.59M,-3.03%,261514,252.14M
469,DGICA,Donegal Group Inc.,449.76M,-0.52%,56251,927.34M
