,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
369,SCSC,"ScanSource, Inc.",1.08B,-,184528,3.59B
370,TUYA,Tuya Inc.,1.07B,4.86%,193817,229.99M
371,IE,Ivanhoe Electric Inc.,1.06B,-1.02%,182522,3.90M
372,INFN,Infinera Corporation,1.04B,2.22%,2666859,1.65B
373,HIMX,"Himax Technologies, Inc.",1.04B,1.72%,694906,945.43M
374,CRCT,"Cricut, Inc.",1.03B,3.16%,1545371,765.15M
375,MODN,"Model N, Inc.",987.91M,-0.08%,221119,253.80M
376,PGY,Pagaya Technologies Ltd.,973.04M,-,1414566,812.05M
377,RPAY,Repay Holdings Corporation,964.55M,9.12%,1187914,296.63M
378,GDYN,"Grid Dynamics Holdings, Inc.",942.07M,0.73%,195185,312.91M
379,GB,Global Blue Group Holding AG,937.28M,-,12851,448.71M
380,NVTS,Navitas Semiconductor Corporation,921.36M,1.36%,3759198,79.46M
381,RSKD,Riskified Ltd.,917.76M,1.15%,497965,297.61M
382,OLO,Olo Inc.,908.24M,-0.53%,941713,228.29M
383,NYAX,Nayax Ltd.,906.92M,-0.57%,22357,235.49M
384,VMEO,"Vimeo, Inc.",897.36M,2.43%,5730284,417.21M
385,SSYS,Stratasys Ltd.,876.27M,-0.56%,279915,627.60M
386,RDWR,Radware Ltd.,849.85M,-0.05%,428163,261.29M
387,TWKS,"Thoughtworks Holding, Inc.",835.88M,-1.54%,603654,1.13B
388,CORZ,"Core Scientific, Inc.",829.60M,-4.58%,3944048,-
389,YALA,Yalla Group Limited,828.44M,-2.80%,685854,313.07M
390,WEAV,"Weave Communications, Inc.",826.67M,1.44%,148931,162.46M
391,WALD,Waldencast plc,805.70M,3.48%,44339,166.13M
392,KARO,Karooooo Ltd.,804.73M,-1.73%,4368,215.12M
393,KC,Kingsoft Cloud Holdings Limited,797.58M,0.87%,2180270,1.03B
394,PSFE,Paysafe Limited,792.24M,1.66%,803702,1.60B
395,BLND,"Blend Labs, Inc.",769.42M,3.44%,1940303,163.53M
396,WKME,WalkMe Ltd.,761.57M,-0.23%,52896,266.95M
397,IIIV,"i3 Verticals, Inc.",755.22M,0.09%,124760,376.20M
398,ENFN,"Enfusion, Inc.",752.14M,9.86%,883634,168.57M
399,BELFA,Bel Fuse Inc.,736.75M,0.98%,6091,639.81M
400,BELFB,Bel Fuse Inc.,735.70M,-0.20%,95935,639.81M
401,YEXT,"Yext, Inc.",729.22M,-2.53%,933200,405.11M
402,BTDR,Bitdeer Technologies Group,708.75M,-0.63%,1887457,-
403,HKD,AMTD Digital Inc.,705.50M,-1.63%,214689,33.07M
404,NNDM,Nano Dimension Ltd.,698.27M,-,1405053,53.96M
405,CNDT,Conduent Incorporated,691.87M,-2.12%,1129175,3.72B
406,DSP,Viant Technology Inc.,686.64M,3.41%,187674,222.93M
407,HCKT,"The Hackett Group, Inc.",684.13M,0.12%,62095,296.59M
408,DDD,3D Systems Corporation,682.79M,-5.09%,1172164,505.95M
409,ML,MoneyLion Inc.,679.36M,1.69%,366173,423.43M
410,IMXI,"International Money Express, Inc.",678.70M,0.94%,182368,658.74M
411,AOSL,Alpha and Omega Semiconductor Limited,666.24M,-1.02%,96818,640.00M
412,NOVA,Sunnova Energy International Inc.,652.84M,-4.32%,15817869,720.65M
413,DMRC,Digimarc Corporation,631.09M,-0.29%,134197,34.85M
414,SNPO,Snap One Holdings Corp.,621.18M,-2.01%,17888,1.06B
415,CRNC,Cerence Inc.,619.28M,2.97%,463020,349.15M
416,MTTR,"Matterport, Inc.",612.49M,-1.53%,2467113,157.75M
417,LASR,"nLIGHT, Inc.",601.05M,1.42%,100442,209.92M
418,CEVA,"CEVA, Inc.",588.24M,-1.08%,126204,97.42M
419,MLAB,"Mesa Laboratories, Inc.",576.25M,-0.34%,24459,212.87M
420,BIGC,"BigCommerce Holdings, Inc.",574.50M,-0.40%,389564,309.39M
421,AAOI,"Applied Optoelectronics, Inc.",566.37M,-0.35%,1255535,217.65M
422,SCWX,SecureWorks Corp.,560.28M,-6.01%,21235,392.06M
423,ITRN,Ituran Location and Control Ltd.,556.62M,0.86%,107005,319.98M
424,SMRT,"SmartRent, Inc.",552.48M,2.58%,962400,236.84M
425,ALNT,Allient Inc.,545.26M,-0.73%,60844,578.63M
426,DJCO,Daily Journal Corporation,543.54M,-0.80%,20745,71.40M
427,EB,"Eventbrite, Inc.",539.90M,-3.40%,2086793,326.13M
428,MITK,"Mitek Systems, Inc.",539.78M,0.17%,373944,172.32M
429,TTEC,"TTEC Holdings, Inc.",537.83M,0.71%,257649,2.46B
430,BBAI,"BigBear.ai Holdings, Inc.",531.03M,-3.72%,18203853,154.96M
431,ICG,Intchains Group Limited,527.45M,13.41%,3612,11.46M
432,BAND,Bandwidth Inc.,524.94M,1.84%,335422,601.12M
433,MGIC,Magic Software Enterprises Ltd.,524.93M,1.62%,45758,556.65M
434,SKYT,"SkyWater Technology, Inc.",521.07M,1.99%,456450,272.62M
435,SPWR,SunPower Corporation,517.31M,-6.78%,6997634,1.83B
436,CGNT,Cognyte Software Ltd.,510.91M,1.24%,175743,302.97M
437,CINT,CI&T Inc,508.68M,1.58%,390076,465.47M
438,XPER,Xperi Holding Corporation,496.28M,0.90%,321499,521.33M
439,NRDY,"Nerdy, Inc.",495.09M,-3.86%,962881,193.40M
440,TSAT,Telesat Corporation,489.22M,-1.54%,6514,551.81M
441,MEI,"Methode Electronics, Inc.",484.50M,-3.14%,600052,1.14B
442,ADTN,"ADTRAN Holdings, Inc.",479.67M,-3.13%,560843,1.28B
443,AEHR,Aehr Test Systems,468.22M,-3.27%,1041733,81.53M
444,VPG,"Vishay Precision Group, Inc.",467.72M,0.09%,25867,355.05M
445,MVIS,"MicroVision, Inc.",466.69M,-2.51%,1945281,7.26M
446,CTLP,"Cantaloupe, Inc.",459.35M,1.27%,156848,252.57M
447,RXT,"Rackspace Technology, Inc.",454.45M,5.24%,3268762,3.02B
448,CLFD,"Clearfield, Inc.",447.82M,-0.03%,281258,217.01M
449,RDZN,"Roadzen, Inc.",444.87M,-2.31%,5602,-
450,VNET,"VNET Group, Inc.",442.67M,4.76%,3119820,1.02B
451,AVNW,"Aviat Networks, Inc.",442.04M,2.19%,122513,357.26M
452,NTGR,"NETGEAR, Inc.",426.83M,2.02%,150508,740.84M
453,NUKK,Nukkleus Inc.,422.25M,-2.61%,33199077,26.73M
454,LAW,"CS Disco, Inc.",418.88M,0.58%,102738,138.09M
455,AUDC,AudioCodes Ltd.,418.81M,-0.75%,33779,244.38M
456,BLZE,"Backblaze, Inc.",415.39M,1.51%,256905,96.21M
457,LYTS,LSI Industries Inc.,412.80M,-0.35%,73521,473.55M
458,DAVE,Dave Inc.,411.84M,4.43%,105997,259.09M
459,NVEC,NVE Corporation,402.28M,1.02%,15496,35.52M
460,DAKT,"Daktronics, Inc.",397.21M,3.23%,744281,812.07M
461,FARO,"FARO Technologies, Inc.",395.89M,0.34%,323273,358.83M
462,MTC,"MMTec, Inc.",392.32M,-2.03%,356106,3.22M
463,EGHT,"8x8, Inc.",388.78M,-,932201,733.82M
464,AMSWA,"American Software, Inc.",370.40M,0.18%,169757,110.31M
465,PRCH,"Porch Group, Inc.",367.04M,0.80%,1849846,382.94M
466,DOMO,"Domo, Inc.",363.25M,-2.62%,312492,318.43M
467,OSPN,OneSpan Inc.,362.40M,4.38%,742382,235.11M
468,UIS,Unisys Corporation,354.37M,-1.35%,251455,2.02B
469,GPRO,"GoPro, Inc.",351.51M,-3.85%,1305207,1.01B
470,FRGE,"Forge Global Holdings, Inc.",331.27M,1.59%,202202,67.58M
471,CAN,Canaan Inc.,325.72M,-,15333050,211.48M
472,COMM,"CommScope Holding Company, Inc.",318.12M,14.29%,6283357,5.79B
473,APPS,"Digital Turbine, Inc.",316.27M,-3.54%,2229172,572.38M
474,GILT,Gilat Satellite Networks Ltd.,315.36M,-0.36%,82575,266.09M
475,STEM,"Stem, Inc.",313.97M,2.01%,5848239,461.52M
476,PERF,Perfect Corp.,313.89M,6.40%,69479,53.51M
477,TGAN,"Transphorm, Inc.",306.25M,1.87%,316530,18.76M
478,MTLS,Materialise NV,305.58M,-1.72%,52036,308.81M
479,CLMB,"Climb Global Solutions, Inc.",304.79M,0.36%,10721,352.01M
480,WBX,Wallbox N.V.,304.20M,-,260931,158.67M
481,QBTS,D-Wave Quantum Inc.,294.27M,20.11%,9659058,8.25M
482,OPFI,OppFi Inc.,281.60M,-0.39%,310582,255.89M
483,CCSI,"Consensus Cloud Solutions, Inc.",280.86M,-6.22%,461480,362.56M
484,RMNI,"Rimini Street, Inc.",280.44M,3.21%,246017,431.50M
485,ONTF,"ON24, Inc.",274.95M,-0.45%,207054,170.94M
486,RGTI,"Rigetti Computing, Inc.",272.76M,18.82%,15113859,14.69M
487,IBEX,IBEX Limited,269.56M,-0.91%,129322,513.10M
488,KOPN,Kopin Corporation,266.31M,-2.07%,1562597,44.00M
489,NOTE,"FiscalNote Holdings, Inc.",263.84M,-20.69%,3145128,129.83M
490,AIP,"Arteris, Inc.",262.68M,-1.59%,151296,53.67M
491,TRAK,"Park City Group, Inc.",258.94M,2.18%,65439,19.81M
492,CRNT,Ceragon Networks Ltd.,252.33M,2.68%,707625,347.18M
493,RDVT,"Red Violet, Inc.",251.35M,2.00%,31608,60.20M
494,API,"Agora, Inc.",242.02M,1.15%,135169,141.54M
495,PRTH,"Priority Technology Holdings, Inc.",240.14M,-,30729,733.89M
496,OPTX,"Syntec Optics Holdings, Inc.",238.47M,-,22642,42.42M
497,QUIK,QuickLogic Corporation,237.46M,4.99%,182297,17.80M
498,IMMR,Immersion Corporation,235.22M,3.64%,1153271,33.92M
499,TLS,Telos Corporation,231.15M,0.30%,853493,151.66M
500,ASUR,"Asure Software, Inc.",229.12M,0.11%,96616,119.08M
501,LUNA,Luna Innovations Incorporated,223.45M,-2.80%,99727,116.61M
502,VLN,Valens Semiconductor Ltd.,223.05M,-0.94%,220907,84.16M
503,MIXT,MiX Telematics Limited,222.85M,6.54%,303725,150.06M
504,LSAK,"Lesaka Technologies, Inc.",221.47M,1.36%,17963,547.10M
505,DM,"Desktop Metal, Inc.",216.92M,5.58%,2406894,197.91M
506,ITI,"Iteris, Inc.",212.50M,-0.60%,57762,171.68M
507,MX,Magnachip Semiconductor Corporation,211.58M,-0.54%,254569,230.05M
508,INOD,Innodata Inc.,206.74M,-16.29%,986860,86.78M
509,OUST,"Ouster, Inc.",205.90M,-7.66%,1449972,69.77M
510,BKSY,BlackSky Technology Inc.,205.69M,-3.47%,756173,78.40M
511,III,"Information Services Group, Inc.",204.94M,-2.83%,154816,291.05M
512,SSTI,SoundThinking Inc,204.74M,2.25%,25263,87.67M
513,EGAN,eGain Corporation,203.75M,-1.84%,154935,95.64M
514,TCX,Tucows Inc.,203.42M,0.32%,73089,331.29M
515,INVE,"Identiv, Inc.",200.00M,-17.50%,229355,116.40M
516,AXTI,"AXT, Inc.",199.02M,-1.32%,535408,82.16M
517,HEAR,Turtle Beach Corporation,198.23M,-3.16%,190586,259.48M
518,ATGL,Alpha Technology Group Limited,198.11M,8.71%,17115,1.11M
519,MAXN,"Maxeon Solar Technologies, Ltd.",195.29M,-7.63%,3129109,1.22B
520,KLTR,"Kaltura, Inc.",191.97M,-2.99%,103060,175.17M
521,EXFY,"Expensify, Inc.",187.45M,-3.64%,312963,150.69M
522,CSPI,CSP Inc.,184.05M,8.92%,67930,61.68M
523,TROO,"TROOPS, Inc.",182.88M,-,333,3.88M
524,REKR,"Rekor Systems, Inc.",180.63M,-,904365,28.42M
525,SATL,Satellogic Inc.,176.11M,-7.61%,48529,6.81M
526,MRAM,"Everspin Technologies, Inc.",174.90M,-0.24%,78633,63.77M
527,AISP,"Airship AI Holdings, Inc.",174.51M,11.35%,2461494,22.64M
528,ATOM,Atomera Incorporated,171.56M,-2.75%,137954,550.00K
529,VOXX,VOXX International Corporation,170.61M,5.96%,19140,497.35M
530,CMTL,Comtech Telecommunications Corp.,165.14M,0.52%,299143,570.77M
531,PXLW,"Pixelworks, Inc.",163.93M,-1.75%,459779,56.49M
532,MKFG,Markforged Holding Corporation,162.02M,-6.24%,470502,99.28M
533,PAYS,"PaySign, Inc.",159.32M,-,69935,44.20M
534,VCSA,"Vacasa, Inc.",155.58M,-8.49%,122360,1.12B
535,SANG,Sangoma Technologies Corporation,153.63M,1.09%,13813,189.28M
536,MAPS,"WM Technology, Inc.",145.03M,-5.00%,325774,195.87M
537,YIBO,Planet Image International Limited,141.52M,3.00%,2329,142.13M
538,LTRX,"Lantronix, Inc.",140.73M,0.93%,168355,137.96M
539,ZFOX,"ZeroFox Holdings, Inc.",138.35M,-,305639,-
540,WRAP,"Wrap Technologies, Inc.",137.06M,0.65%,253554,9.13M
541,AIXI,Xiao-I Corporation,136.89M,1.05%,87462,61.80M
542,INTT,inTEST Corporation,136.45M,-0.80%,67306,129.55M
543,GMM,Global Mofy Metaverse Limited,135.46M,8.16%,438575,26.89M
544,PSQH,"PSQ Holdings, Inc.",134.25M,4.29%,65133,1.38M
545,ARQQ,Arqit Quantum Inc.,133.31M,-3.14%,1322413,640.00K
546,ARBE,Arbe Robotics Ltd.,132.53M,-1.72%,33830,1.47M
547,,Nano Labs Ltd,128.34M,-0.53%,25099,655.30M
548,ALOT,"AstroNova, Inc.",125.39M,-2.14%,7246,148.35M
549,SOL,Emeren Group Ltd,122.87M,-6.05%,548369,86.34M
550,PXDT,"Pixie Dust Technologies, Inc.",121.00M,-1.71%,4544,5.72M
551,RELL,"Richardson Electronics, Ltd.",120.58M,-0.94%,97272,225.91M
552,CMBM,Cambium Networks Corporation,120.53M,-1.62%,142975,264.50M
553,SNCR,"Synchronoss Technologies, Inc.",117.71M,-9.07%,144614,234.70M
554,MPTI,"M-tron Industries, Inc.",112.85M,6.13%,88653,39.07M
555,PWFL,"PowerFleet, Inc.",112.76M,8.97%,863548,132.20M
556,GSIT,"GSI Technology, Inc.",112.06M,-8.35%,981959,22.00M
557,UEIC,Universal Electronics Inc.,109.21M,4.26%,33803,445.62M
558,SELX,Semilux International Ltd.,109.04M,38.50%,5208813,3.89M
559,MYNA,Mynaric AG,108.09M,3.93%,1463,4.70M
560,RSSS,"Research Solutions, Inc.",107.15M,-4.93%,52726,40.68M
561,LDTC,LeddarTech Holdings Inc.,107.03M,-4.86%,17073,6.16M
562,SURG,"SurgePays, Inc.",106.86M,10.95%,1259629,141.05M
563,SILC,Silicom Ltd.,104.00M,1.73%,20575,124.13M
564,FEBO,Fenbo Holdings Limited,103.68M,1.86%,27398,15.30M
565,ZENV,Zenvia Inc.,101.60M,3.00%,23005,153.40M
566,BEEM,Beam Global,101.50M,4.76%,71967,55.22M
567,ALAR,Alarum Technologies Ltd.,100.39M,12.99%,191058,24.54M
568,AEYE,"AudioEye, Inc.",98.56M,-1.26%,113424,31.32M
569,FEIM,"Frequency Electronics, Inc.",98.20M,2.02%,26479,49.61M
570,XBP,XBP Europe Holdings Inc,96.80M,-1.25%,33962,220.74M
571,RYDE,Ryde Group Ltd,96.54M,-4.76%,513715,6.58M
572,SYT,"SYLA Technologies Co., Ltd.",96.53M,-2.17%,2458,152.42M
573,CCRD,CoreCard Corporation,95.81M,1.84%,32114,56.00M
574,VUZI,Vuzix Corporation,95.79M,-3.38%,515911,13.96M
575,IZM,ICZOOM Group Inc.,95.30M,2.07%,332576,214.41M
576,OCFT,"OneConnect Financial Technology Co., Ltd.",95.25M,3.49%,16426,548.19M
577,LPSN,"LivePerson, Inc.",93.40M,-4.25%,3508857,401.98M
578,KVHI,"KVH Industries, Inc.",93.36M,-4.30%,73018,137.41M
579,VLD,"Velo3D, Inc.",93.13M,-6.96%,4654124,105.54M
580,AUID,authID Inc.,90.13M,-3.33%,14344,384.32K
581,BMR,Beamr Imaging Ltd.,86.16M,-1.42%,864965,2.91M
582,GNSS,Genasys Inc.,85.41M,-1.03%,26560,40.54M
583,BCOV,Brightcove Inc.,84.33M,5.82%,395830,201.19M
584,ALLT,Allot Ltd.,84.16M,1.82%,113945,93.15M
585,PET,Wag! Group Co.,83.98M,-3.74%,90066,79.28M
586,PHUN,"Phunware, Inc.",82.49M,-0.19%,911259,15.80M
587,BKKT,"Bakkt Holdings, Inc.",80.85M,-3.63%,2570623,580.99M
588,SOTK,Sono-Tek Corporation,80.46M,-3.80%,15901,18.59M
589,LINK,"Interlink Electronics, Inc.",78.36M,-2.07%,3133,12.01M
590,RTC,Baijiayun Group Ltd,78.05M,-5.01%,109777,11.36M
591,SSNT,"SilverSun Technologies, Inc.",74.31M,2.25%,24423,52.21M
592,SPRU,Spruce Power Holding Corporation,74.18M,-2.22%,20894,71.22M
593,UPLD,"Upland Software, Inc.",74.16M,-1.20%,593048,297.85M
594,MKTW,"MarketWise, Inc.",73.60M,0.52%,115611,-
595,OSS,"One Stop Systems, Inc.",72.73M,0.85%,258658,65.99M
596,ONDS,Ondas Holdings Inc.,72.12M,-1.82%,232649,11.21M
597,ELTK,Eltek Ltd.,71.35M,-0.09%,165479,46.70M
598,QUBT,"Quantum Computing, Inc.",71.34M,28.42%,5383995,284.43K
599,TYGO,"Tigo Energy, Inc.",70.48M,1.67%,40728,-
600,WFCF,"Where Food Comes From, Inc.",69.54M,3.50%,1928,25.14M
601,ASYS,"Amtech Systems, Inc.",69.54M,0.85%,46870,116.68M
602,TACT,TransAct Technologies Incorporated,69.01M,-0.87%,30451,77.32M
603,ZEPP,Zepp Health Corporation,68.97M,5.31%,44903,408.16M
604,VERI,"Veritone, Inc.",68.50M,-7.32%,859983,137.25M
605,DPSI,"Decisionpoint Systems, Inc.",63.53M,-8.43%,16899,109.57M
606,POET,POET Technologies Inc.,63.29M,-1.89%,42925,557.79K
607,RCAT,"Red Cat Holdings, Inc.",62.73M,-3.06%,116260,10.99M
608,NVNI,Nvni Group Limited,62.68M,11.17%,335,23.54M
609,AKTS,"Akoustis Technologies, Inc.",62.61M,-4.72%,503070,29.71M
610,EBON,Ebang International Holdings Inc.,61.72M,-2.00%,35513,11.35M
611,KPLT,"Katapult Holdings, Inc.",61.42M,3.51%,7190,214.34M
612,CSLR,"Complete Solaria, Inc.",59.56M,-18.37%,146783,171.96M
613,KNW,"Know Labs, Inc.",59.53M,-10.77%,86459,-
614,FTCI,"FTC Solar, Inc.",59.49M,-4.01%,914514,130.02M
615,AIRG,"Airgain, Inc.",57.76M,-16.30%,137426,56.04M
616,STIX,"Semantix, Inc.",57.52M,8.35%,7378,44.82M
617,GRRR,Gorilla Technology Group Inc.,57.19M,-0.36%,556494,-
618,LPTH,"LightPath Technologies, Inc.",54.75M,-0.69%,23446,32.49M
619,DZSI,DZS Inc.,51.83M,-4.73%,93570,389.46M
620,KTCC,Key Tronic Corporation,51.55M,0.63%,19419,620.34M
621,ISDR,Issuer Direct Corporation,51.01M,-3.14%,17183,33.38M
622,QMCO,Quantum Corporation,49.71M,-0.71%,182095,407.47M
623,EGIO,"Edgio, Inc.",49.42M,-3.32%,42991,379.92M
624,MOGO,Mogo Inc.,48.30M,-7.65%,140596,48.30M
625,REFR,Research Frontiers Incorporated,46.24M,-2.17%,32718,909.60K
626,AGMH,AGM Group Holdings Inc.,45.36M,1.08%,104399,165.45M
627,USIO,"Usio, Inc.",45.25M,-5.23%,22230,81.93M
628,SATX,Satixfy Communications Ltd.,44.44M,-0.24%,31155,-
629,MNDO,MIND C.T.I. Ltd,43.95M,-,91538,21.61M
630,PALT,"Paltalk, Inc.",43.90M,2.09%,88562,11.08M
631,ULY,Urgent.ly Inc.,43.21M,3.13%,89474,-
632,MRT,"Marti Technologies, Inc.",42.26M,-1.96%,141494,34.47M
633,SWVL,Swvl Holdings Corp.,41.97M,0.97%,38839,21.87M
634,LAES,SEALSQ Corp,41.95M,-6.25%,1866092,27.29M
635,STRC,Sarcos Technology and Robotics Corporation,41.92M,-8.64%,329906,6.15M
636,MSAI,MultiSensor AI Holdings Inc.,41.60M,-22.70%,362506,11.08M
637,ARBB,ARB IOT Group Limited,41.24M,0.65%,42148,51.77M
638,DGHI,Digihost Technology Inc.,41.24M,-3.50%,140029,21.01M
639,JFU,9F Inc.,41.21M,-,2341,102.96M
640,CPTN,"Cepton, Inc.",40.89M,0.40%,57047,9.68M
641,AWRE,"Aware, Inc.",39.09M,1.69%,68181,17.93M
642,BKTI,BK Technologies Corporation,39.05M,-1.33%,5265,78.13M
643,INSG,Inseego Corp.,37.54M,-8.85%,112266,195.69M
644,DTST,Data Storage Corporation,37.45M,3.30%,202846,24.74M
645,INLX,"Intellinetics, Inc.",37.23M,4.17%,16677,16.73M
646,MOBX,Mobix Labs Inc,36.60M,9.29%,414853,-
647,CASA,"Casa Systems, Inc.",36.34M,-0.87%,255860,249.79M
648,CREX,"Creative Realities, Inc.",35.39M,6.47%,29618,41.20M
649,MLGO,MicroAlgo Inc.,35.17M,-3.40%,2085343,-
650,DSWL,"Deswell Industries, Inc.",35.14M,0.90%,4465,70.63M
651,BTCM,BIT Mining Limited,34.89M,-3.82%,161126,43.10M
652,IDN,"Intellicheck, Inc.",34.84M,-,13526,18.28M
653,FKWL,Franklin Wireless Corp.,33.82M,0.35%,5446,47.36M
654,SQNS,Sequans Communications S.A.,32.95M,-2.36%,355412,33.62M
655,NTWK,"NetSol Technologies, Inc.",32.81M,-1.39%,6522,56.78M
656,LGL,"The LGL Group, Inc.",32.44M,-4.96%,2024,-20.83M
657,APCX,AppTech Payments Corp.,32.28M,2.92%,91940,471.00K
658,DAIO,Data I/O Corporation,32.20M,-0.85%,9936,28.46M
659,DUOT,"Duos Technologies Group, Inc.",31.16M,3.12%,40431,11.88M
660,EMKR,EMCORE Corporation,31.16M,0.50%,401328,96.89M
661,SONM,"Sonim Technologies, Inc.",30.72M,-3.95%,50231,104.32M
662,NSYS,Nortech Systems Incorporated,30.65M,2.00%,2209,138.90M
663,FATH,Fathom Digital Manufacturing Corporation,30.15M,4.27%,2983,139.34M
664,HOLO,MicroCloud Hologram Inc.,29.53M,-1.61%,14012369,-
665,FCUV,Focus Universal Inc.,29.17M,5.93%,185902,841.01K
666,CXAI,CXApp Inc.,29.15M,5.18%,941717,-
667,RBT,"Rubicon Technologies, Inc.",28.15M,11.67%,484351,692.91M
668,CLPS,CLPS Incorporation,27.41M,-4.55%,2323,145.37M
669,SMSI,"Smith Micro Software, Inc.",26.97M,-0.56%,177083,40.86M
670,HKIT,Hitek Global Inc.,26.34M,4.24%,287900,6.43M
671,CPSH,CPS Technologies Corporation,26.21M,1.39%,53834,26.92M
672,NXPL,NextPlat Corp,25.84M,-,4108,23.75M
673,RVYL,Ryvyl Inc.,25.36M,-6.97%,22193,54.04M
674,OCC,Optical Cable Corporation,25.10M,-3.18%,6892,72.17M
675,UTSI,UTStarcom Holdings Corp.,25.09M,2.23%,3097,13.07M
676,WKEY,WISeKey International Holding AG,25.00M,2.85%,58486,28.08M
677,SOS,SOS Limited,24.90M,3.90%,819288,217.08M
678,VRAR,"The Glimpse Group, Inc.",24.36M,-5.19%,29114,11.76M
679,TRT,Trio-Tech International,24.23M,0.86%,1555,41.09M
680,ANY,Sphere 3D Corp.,23.69M,-6.90%,613142,15.64M
681,KOSS,Koss Corporation,23.42M,-1.98%,7340,13.21M
682,GETR,"Getaround, Inc.",23.35M,-0.85%,306993,68.37M
683,PRST,"Presto Automation, Inc.",23.32M,-24.58%,2795340,21.20M
684,MRDB,MariaDB plc,23.03M,-18.42%,280569,53.92M
685,WYY,WidePoint Corporation,22.37M,-0.79%,8836,101.11M
686,VIAO,VIA optronics AG,21.97M,-6.54%,5941,210.00M
687,CLRO,"ClearOne, Inc.",21.69M,127.50%,142725750,18.57M
688,VHC,VirnetX Holding Corp,21.17M,-0.53%,13533,12.00K
689,HTCR,"HeartCore Enterprises, Inc.",20.84M,-0.10%,34872,20.52M
690,BMTX,"BM Technologies, Inc.",20.77M,-1.72%,6282,56.90M
691,SGMA,"SigmaTron International, Inc.",20.48M,-,42066,399.71M
692,DTSS,Datasea Inc.,20.43M,-,75293,23.68M
693,SPI,"SPI Energy Co., Ltd.",20.23M,0.05%,42468,209.89M
694,SPPL,SIMPPLE LTD.,20.12M,-78.13%,8506722,4.89M
695,NEON,Neonode Inc.,19.51M,1.59%,24866,4.45M
696,SYNX,Silynxcom Ltd.,19.48M,-3.50%,37730,7.26M
697,TAIT,Taitron Components Incorporated,19.39M,-0.62%,4976,6.92M
698,FTFT,Future FinTech Group Inc.,19.20M,5.55%,156341,31.99M
699,CTM,"Castellum, Inc.",18.24M,-2.33%,207567,44.18M
700,JG,Aurora Mobile Limited,18.13M,-2.51%,7032,41.23M
701,KULR,"KULR Technology Group, Inc.",18.10M,-,1100450,9.31M
702,TSRI,"TSR, Inc.",16.83M,0.96%,5981,93.37M
703,AMPG,"AmpliTech Group, Inc.",16.56M,2.92%,7767,15.85M
704,UMAC,"Unusual Machines, Inc.",15.97M,-15.77%,535825,4.89M
705,MMAT,Meta Materials Inc.,15.94M,-6.17%,168678,7.09M
706,BOSC,B.O.S. Better Online Solutions Ltd.,15.44M,-1.12%,4873,44.62M
707,CYN,Cyngn Inc.,15.39M,-12.30%,4585733,1.49M
708,MTBL,"Moatable, Inc.",14.79M,-2.79%,13594,50.81M
709,WRNT,Warrantee Inc.,14.11M,2.36%,41374,1.65M
710,ELSE,"Electro-Sensors, Inc.",14.05M,-,464,8.35M
711,XELA,"Exela Technologies, Inc.",13.53M,0.71%,51294,1.07B
712,MVLA,Movella Holdings Inc.,13.44M,2.23%,364364,57.99M
713,CISO,CISO Global Inc,13.33M,-9.68%,224921,58.06M
714,TURB,"Turbo Energy, S.A.",13.33M,4.60%,15663,34.02M
715,AHI,Advanced Human Imaging Limited,13.11M,-3.23%,12201,2.79M
716,MINM,"Minim, Inc.",13.00M,9.15%,597417,35.27M
717,SVRE,SaverOne 2014 Ltd,12.79M,-3.28%,203414,2.29M
718,OLB,"The OLB Group, Inc.",12.66M,-0.42%,25334,31.62M
719,CAUD,Collective Audience Inc.,12.50M,-2.98%,38514,28.63M
720,WATT,Energous Corporation,11.91M,-6.31%,111213,561.71K
721,BNZI,"Banzai International, Inc.",11.72M,-0.86%,981332,7.70M
722,HUBC,HUB Cyber Security (Israel) Ltd.,11.60M,-3.39%,112160,73.04M
723,INPX,Inpixon,11.21M,-11.13%,40421259,12.46M
724,MSN,Emerson Radio Corp.,11.15M,0.60%,71790,8.74M
725,BLIN,"Bridgeline Digital, Inc.",11.04M,0.47%,22387,15.56M
726,SOBR,"SOBR Safe, Inc.",10.94M,-5.72%,197350,144.33K
727,SLNH,"Soluna Holdings, Inc.",10.94M,-8.52%,54939,15.13M
728,MTEK,Maris-Tech Ltd.,10.71M,1.47%,36706,2.01M
729,SGE,"Strong Global Entertainment, Inc.",10.54M,1.24%,713,50.13M
730,IDAI,T Stamp Inc.,10.24M,-2.70%,368590,4.49M
731,LEDS,SemiLEDs Corporation,10.04M,-4.64%,22754,5.93M
732,LYT,Lytus Technologies Holdings PTV. Ltd.,9.96M,-21.16%,565583,19.39M
733,SGN,Signing Day Sports Inc.,9.54M,9.91%,236668,222.22K
734,WLDS,Wearable Devices Ltd.,9.46M,-4.09%,122398,29.00K
735,ISUN,"iSun, Inc.",9.09M,-,651104,96.13M
736,VJET,voxeljet AG,9.04M,0.95%,18587,29.61M
737,ELWS,"Earlyworks Co., Ltd",9.02M,23.39%,4285804,315.29K
738,BOXL,Boxlight Corporation,8.90M,2.41%,53083,180.72M
739,MIND,"MIND Technology, Inc.",8.79M,-1.12%,4009,38.72M
740,EZFL,EZFill Holdings Inc.,8.76M,-1.55%,15946,22.38M
741,WETG,"WeTrade Group, Inc.",8.66M,4.95%,9911,4.72M
