,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
356,REAL,"The RealReal, Inc.",353.86M,-0.59%,3478299,549.30M
357,AGS,"PlayAGS, Inc.",351.43M,-0.78%,177249,356.54M
358,BBW,"Build-A-Bear Workshop, Inc.",348.77M,0.57%,162037,481.95M
359,UHG,"United Homes Group, Inc.",346.71M,3.43%,15367,419.74M
360,LOVE,The Lovesac Company,341.22M,0.23%,241977,688.24M
361,AEVA,"Aeva Technologies, Inc.",340.46M,-15.38%,3957225,2.89M
362,GHG,GreenTree Hospitality Group Ltd.,332.59M,-1.54%,7352,-
363,MYTE,MYT Netherlands Parent B.V.,330.22M,0.77%,53562,874.94M
364,GGR,Gogoro Inc.,327.49M,-2.99%,414644,349.85M
365,GAMB,Gambling.com Group Limited,325.89M,-0.46%,103843,97.47M
366,HYLN,Hyliion Holdings Corp.,318.78M,-2.30%,566769,672.00K
367,ZUMZ,Zumiez Inc.,313.38M,-1.96%,182019,873.77M
368,CDRO,"Codere Online Luxembourg, S.A.",310.29M,2.04%,32308,152.88M
369,GCO,Genesco Inc.,304.35M,1.78%,146414,2.31B
370,TTSH,"Tile Shop Holdings, Inc.",301.78M,-1.91%,75353,377.15M
371,SFIX,"Stitch Fix, Inc.",301.63M,-1.68%,2828589,1.47B
372,IRBT,iRobot Corporation,299.22M,-7.85%,2801258,890.58M
373,LANV,Lanvin Group Holdings Limited,290.33M,7.28%,28113,478.19M
374,LE,"Lands' End, Inc.",290.24M,-2.49%,38590,1.49B
375,HBB,Hamilton Beach Brands Holding Company,289.81M,-0.19%,90723,625.63M
376,YSG,Yatsen Holding Limited,287.52M,6.40%,2443235,481.63M
377,GENK,"GEN Restaurant Group, Inc.",281.50M,3.80%,120474,181.01M
378,NATH,"Nathan's Famous, Inc.",280.61M,0.48%,1228,137.03M
379,LOCO,"El Pollo Loco Holdings, Inc.",271.38M,-1.82%,219950,468.66M
380,WEYS,"Weyco Group, Inc.",271.25M,0.14%,6430,336.51M
381,BRLT,"Brilliant Earth Group, Inc.",268.93M,-2.17%,55831,441.67M
382,JILL,"J.Jill, Inc.",265.65M,-0.28%,43123,602.87M
383,COOK,"Traeger, Inc.",259.72M,7.39%,1078688,605.88M
384,CTRN,"Citi Trends, Inc.",258.30M,1.06%,77800,742.22M
385,CLAR,Clarus Corporation,258.10M,-4.00%,657779,286.02M
386,RERE,ATRenew Inc.,257.03M,26.89%,15973637,1.66B
387,RMBL,"RumbleON, Inc.",256.33M,-3.05%,184469,1.38B
388,HOFT,Hooker Furnishings Corporation,247.69M,-2.89%,35752,467.75M
389,KFS,Kingsway Financial Services Inc.,247.47M,-0.80%,29038,125.94M
390,BARK,"BARK, Inc.",246.28M,-2.96%,396975,494.72M
391,CPS,Cooper-Standard Holdings Inc.,245.24M,2.17%,108791,2.82B
392,ALLG,Allego N.V.,241.92M,-6.59%,109536,167.77M
393,INSE,"Inspired Entertainment, Inc.",239.90M,-0.87%,56735,318.40M
394,WW,"WW International, Inc.",237.61M,-6.97%,4167607,889.55M
395,JAKK,"JAKKS Pacific, Inc.",237.53M,10.22%,232819,716.05M
396,DIBS,"1stdibs.Com, Inc.",231.32M,-7.04%,102382,84.68M
397,SGC,"Superior Group of Companies, Inc.",231.25M,-1.57%,49253,544.67M
398,INVZ,Innoviz Technologies Ltd.,230.85M,-,2042870,20.88M
399,DXLG,"Destination XL Group, Inc.",228.68M,0.54%,227361,528.55M
400,VRA,"Vera Bradley, Inc.",226.57M,-0.84%,379723,484.61M
401,LCUT,"Lifetime Brands, Inc.",217.05M,-1.11%,108987,690.58M
402,TLYS,"Tilly's, Inc.",216.71M,-0.55%,50472,630.41M
403,MOND,"Mondee Holdings, Inc.",212.10M,-4.86%,54522,200.95M
404,KNDI,"Kandi Technologies Group, Inc.",211.81M,-,91322,133.65M
405,PRPL,"Purple Innovation, Inc.",209.81M,4.08%,886700,515.36M
406,CANG,Cango Inc.,208.87M,1.94%,71906,283.19M
407,CVGI,"Commercial Vehicle Group, Inc.",208.47M,-,151175,1.01B
408,TDUP,ThredUp Inc.,202.42M,4.30%,635924,322.02M
409,FSR,Fisker Inc.,201.37M,-8.92%,89548207,73.13M
410,PLCE,"The Children's Place, Inc.",201.26M,-7.07%,570058,1.60B
411,CBD,Companhia Brasileira de Distribuição,195.59M,-3.83%,409097,3.27B
412,THCH,TH International Limited,195.33M,2.42%,79889,204.41M
413,RCKY,"Rocky Brands, Inc.",191.61M,1.74%,19749,474.81M
414,FLXS,"Flexsteel Industries, Inc.",184.84M,-1.44%,21885,399.58M
415,ESCA,"Escalade, Incorporated",181.33M,-4.70%,22470,270.20M
416,EM,Smart Share Global Limited,178.68M,-1.21%,221986,421.96M
417,FLL,"Full House Resorts, Inc.",172.94M,-1.00%,66857,217.11M
418,BZUN,Baozun Inc.,172.50M,13.73%,1885023,1.18B
419,JZXN,"Jiuzi Holdings, Inc.",170.67M,13.79%,510187,3.03M
420,HYZN,Hyzon Motors Inc.,163.25M,4.52%,373098,787.00K
421,MPAA,"Motorcar Parts of America, Inc.",162.41M,1.45%,27730,722.93M
422,VIRC,Virco Mfg. Corporation,159.71M,-1.13%,69849,265.30M
423,DLTH,Duluth Holdings Inc.,156.04M,3.13%,80635,642.83M
424,WISH,ContextLogic Inc.,153.34M,-0.48%,731138,287.00M
425,PNST,Pinstripes Holdings Inc.,150.73M,0.27%,135045,82.53M
426,NIU,Niu Technologies,145.00M,1.07%,348409,383.13M
427,DTC,"Solo Brands, Inc.",143.46M,-1.21%,411675,526.70M
428,FAT,FAT Brands Inc.,136.82M,-3.64%,30101,425.64M
429,BSET,"Bassett Furniture Industries, Incorporated",135.16M,-1.04%,17164,390.14M
430,CATO,The Cato Corporation,134.83M,0.92%,48127,712.23M
431,GRWG,GrowGeneration Corp.,132.89M,-3.29%,540858,230.89M
432,FATBB,FAT Brands Inc.,132.36M,-2.11%,4,425.64M
433,CPHC,Canterbury Park Holding Corporation,129.55M,-8.54%,7305,62.03M
434,BIRD,"Allbirds, Inc.",126.85M,12.06%,2190326,266.25M
435,SPWH,"Sportsman's Warehouse Holdings, Inc.",125.33M,-4.18%,289763,1.30B
436,ELA,Envela Corporation,116.95M,-1.60%,35084,182.39M
437,LAKE,"Lakeland Industries, Inc.",114.89M,-1.03%,7192,122.45M
438,WPRT,Westport Fuel Systems Inc.,114.21M,-3.31%,82186,322.66M
439,RRGB,"Red Robin Gourmet Burgers, Inc.",111.12M,-4.94%,581356,1.30B
440,AOUT,"American Outdoor Brands, Inc.",110.35M,2.73%,61479,197.00M
441,STKS,"The ONE Group Hospitality, Inc.",108.52M,-2.23%,153000,331.15M
442,PRTS,"CarParts.com, Inc.",108.10M,-6.81%,2348971,675.73M
443,FTEL,Fitell Corporation,107.24M,1.50%,535391,3.87M
444,UFI,"Unifi, Inc.",106.86M,-0.68%,58659,583.56M
445,AKA,a.k.a. Brands Holding Corp.,105.22M,-10.08%,5890,546.26M
446,GOEV,Canoo Inc.,103.91M,-24.23%,12948807,519.00K
447,CAAS,"China Automotive Systems, Inc.",99.61M,2.44%,27393,545.98M
448,NDLS,Noodles & Company,99.20M,-9.30%,453513,503.41M
449,STRT,Strattec Security Corporation,98.88M,-1.12%,2375,513.34M
450,YTRA,"Yatra Online, Inc.",95.63M,4.83%,482218,52.41M
451,CNTY,"Century Casinos, Inc.",93.51M,3.25%,257266,510.20M
452,SLNA,Selina Hospitality PLC,92.75M,1.18%,180862,-
453,LITB,"LightInTheBox Holding Co., Ltd.",92.36M,-1.91%,137043,650.29M
454,LIVE,Live Ventures Incorporated,87.20M,-0.40%,14303,403.78M
455,WKHS,Workhorse Group Inc.,87.06M,-12.83%,15758369,12.14M
456,CONN,"Conn's, Inc.",86.42M,-2.56%,103611,1.21B
457,KEQU,Kewaunee Scientific Corporation,86.40M,3.56%,9499,201.04M
458,BGFV,Big 5 Sporting Goods Corporation,85.60M,-3.80%,514217,884.75M
459,TOUR,Tuniu Corporation,81.71M,6.30%,1109009,50.71M
460,SUP,"Superior Industries International, Inc.",81.18M,-1.38%,78190,1.39B
461,LUXH,LuxUrban Hotels Inc.,79.53M,-,399314,98.83M
462,GORV,Lazydays Holdings Inc,74.91M,3.35%,73157,1.13B
463,CREV,Carbon Revolution Public Limited,72.45M,-3.75%,614,17.46M
464,NHTC,Natural Health Trends Corp.,71.98M,0.16%,9574,43.92M
465,REE,REE Automotive Ltd.,71.33M,-4.49%,31118,943.00K
466,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",69.90M,-2.92%,29448,355.18M
467,NTZ,Natuzzi S.p.A.,69.39M,1.12%,1367,498.39M
468,TUP,Tupperware Brands Corporation,67.55M,4.11%,1298907,1.30B
469,PMNT,Perfect Moment Ltd.,65.43M,-1.87%,709,27.03M
470,GAN,GAN Limited,65.35M,-2.76%,210790,135.65M
471,BGI,Birks Group Inc.,62.19M,-1.36%,3500,170.73M
472,JL,J-Long Group Limited,62.17M,-9.09%,1995574,38.29M
473,PLBY,"PLBY Group, Inc.",61.47M,-2.48%,257738,188.34M
474,TCS,"The Container Store Group, Inc.",61.42M,-3.36%,245859,901.46M
475,CULP,"Culp, Inc.",61.35M,-2.98%,25299,237.23M
476,LL,"LL Flooring Holdings, Inc.",57.24M,-2.00%,286141,904.75M
477,CRWS,"Crown Crafts, Inc.",57.03M,-0.92%,5500,86.67M
478,SOND,Sonder Holdings Inc.,55.77M,-4.76%,51179,573.81M
479,GP,GreenPower Motor Company Inc.,54.73M,-4.91%,31551,49.53M
480,CJET,"Chijet Motor Company, Inc.",53.18M,2.94%,101934,17.58M
481,ARKR,Ark Restaurants Corp.,49.77M,-0.07%,1461,184.84M
482,BDL,"Flanigan's Enterprises, Inc.",47.30M,-1.18%,4208,177.68M
483,NCNC,noco-noco Inc.,47.23M,-3.02%,323763,-
484,FOSL,"Fossil Group, Inc.",46.18M,-5.76%,1235593,1.49B
485,HOUR,"Hour Loop, Inc.",45.96M,-4.38%,3598,123.86M
486,CENN,Cenntro Electric Group Limited,45.06M,-0.68%,95592,-
487,ATER,"Aterian, Inc.",44.34M,-3.93%,970125,164.71M
488,VIOT,"Viomi Technology Co., Ltd",44.31M,3.13%,78141,400.66M
489,INTG,The InterGroup Corporation,44.16M,13.65%,3280,57.18M
490,MULN,"Mullen Automotive, Inc.",44.10M,-2.67%,222091,366.00K
491,VNCE,Vince Holding Corp.,42.13M,1.78%,3287,308.89M
492,BNED,"Barnes & Noble Education, Inc.",41.32M,-18.55%,1351718,1.54B
493,SYPR,"Sypris Solutions, Inc.",40.31M,-4.49%,8227,131.20M
494,TLF,"Tandy Leather Factory, Inc.",37.54M,-1.57%,565,77.75M
495,JRSH,"Jerash Holdings (US), Inc.",36.27M,-1.36%,17481,119.39M
496,VEV,Vicinity Motor Corp.,35.64M,0.60%,8672,11.85M
497,EVTV,"Envirotech Vehicles, Inc.",35.20M,7.35%,9360,4.64M
498,YHGJ,Yunhong Green CTI Ltd.,35.17M,-,1864,16.60M
499,KIRK,"Kirkland's, Inc.",34.25M,-2.26%,106882,465.22M
500,LGCB,Linkage Global Inc,33.97M,-15.40%,94302,22.03M
501,MI,NFT Ltd.,33.24M,2.82%,604315,4.68M
502,ECDA,ECD Automotive Design Inc,32.70M,13.21%,398157,19.90M
503,PEV,Phoenix Motor Inc.,31.27M,-4.19%,39828,4.98M
504,MRM,MEDIROM Healthcare Technologies Inc.,29.20M,1.68%,13078,49.82M
505,GTIM,Good Times Restaurants Inc.,28.31M,1.58%,13199,137.86M
506,SOLO,Electrameccanica Vehicles Corp.,28.22M,-1.82%,460298,3.40M
507,RENT,"Rent the Runway, Inc.",26.35M,-1.70%,429032,297.80M
508,GDHG,Golden Heaven Group Holdings Ltd.,25.94M,2.30%,1596650,31.79M
509,RAVE,"RAVE Restaurant Group, Inc.",25.23M,-1.14%,33906,11.90M
510,NCL,Northann Corp.,24.37M,-3.36%,97957,10.59M
511,HWH,HWH International Inc.,23.69M,-3.31%,47153,-
512,WBUY,WEBUY GLOBAL LTD.,22.03M,6.26%,566310,44.56M
513,RGS,Regis Corporation,21.93M,-8.32%,25066,215.91M
514,DLA,"Delta Apparel, Inc.",21.72M,-6.17%,55478,387.99M
515,VRM,"Vroom, Inc.",21.32M,-13.21%,93137,866.63M
516,IPW,iPower Inc.,20.60M,-4.58%,11826,86.93M
517,CHSN,Chanson International Holding,19.89M,-1.85%,51288,13.54M
518,WKSP,Worksport Ltd.,19.51M,-8.63%,691987,729.32K
519,CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,-8.26%,10482,42.11M
520,DOGZ,Dogness (International) Corporation,18.77M,-11.23%,337558,17.58M
521,XELB,"Xcel Brands, Inc.",18.69M,5.89%,45790,19.53M
522,MGIH,Millennium Group International Holdings Limited,18.68M,2.38%,59162,45.60M
523,ZAPP,Zapp Electric Vehicles Group Limited,16.78M,2.98%,29384,-
524,BFI,"BurgerFi International, Inc.",16.49M,0.47%,30890,173.87M
525,MOGU,MOGU Inc.,16.27M,-4.55%,175,27.58M
526,FRSX,Foresight Autonomous Holdings Ltd.,15.94M,-,41937,458.00K
527,FGI,FGI Industries Ltd.,14.82M,-8.97%,30815,118.08M
528,ISPO,Inspirato Incorporated,14.64M,-2.17%,5226,345.02M
529,JEWL,Adamas One Corp.,14.56M,-15.09%,115828,1.82M
530,YJ,Yunji Inc.,14.13M,1.44%,6543,107.26M
531,VLCN,"Volcon, Inc.",14.10M,-8.02%,2043740,2.93M
532,CZOO,Cazoo Group Ltd,13.94M,-8.07%,66537,1.37B
533,DSS,"DSS, Inc.",13.25M,0.31%,3548,34.72M
534,LTRY,Lottery.com Inc.,12.25M,5.18%,9457,2.11M
535,VEEE,Twin Vee Powercats Co.,11.71M,-5.83%,4583,33.85M
536,CTHR,"Charles & Colvard, Ltd.",11.38M,-5.14%,83046,25.06M
537,BTBD,"BT Brands, Inc.",10.87M,-3.45%,3188,14.06M
538,SRM,"SRM Entertainment, Inc.",10.40M,-7.56%,79892,6.07M
539,EZGO,EZGO Technologies Ltd.,9.70M,-7.51%,1059553,15.92M
540,JOAN,JOANN Inc.,9.66M,8.98%,639491,2.16B
541,UXIN,Uxin Limited,9.52M,2.46%,9517,200.74M
542,DXYN,"The Dixie Group, Inc.",9.33M,3.78%,28586,280.21M
543,PIK,Kidpik Corp.,9.25M,-0.41%,1426768,15.61M
544,SPGC,"Sacks Parente Golf, Inc.",9.12M,6.02%,12370,240.00K
545,XWEL,"XWELL, Inc.",8.61M,3.00%,11926,30.26M
546,AYRO,"Ayro, Inc.",8.57M,-3.93%,21470,949.93K
547,VMAR,Vision Marine Technologies Inc.,8.45M,-6.02%,64829,3.80M
548,LIDR,"AEye, Inc.",8.28M,-11.36%,113230,2.49M
549,FRZA,"Forza X1, Inc.",8.22M,-14.69%,168679,18.56K
550,JXJT,JX Luxventure Limited,8.00M,3.05%,28507,49.91M
551,EGOX,Next.e.GO N.V.,7.40M,-2.95%,7351873,-
552,EFOI,"Energy Focus, Inc.",7.31M,-3.51%,4669,3.99M
553,OCG,Oriental Culture Holding LTD,6.84M,-4.04%,6032,1.57M
554,FORD,"Forward Industries, Inc.",6.54M,4.61%,8514,33.03M
555,KXIN,Kaixin Auto Holdings,5.94M,-2.64%,287511,68.40M
556,FFIE,Faraday Future Intelligent Electric Inc.,5.68M,-21.71%,26746430,551.00K
557,YOSH,Yoshiharu Global Co.,5.31M,3.95%,698,9.25M
558,CNXA,Connexa Sports Technologies Inc.,5.11M,1.43%,994634,9.78M
559,TRNR,Interactive Strength Inc.,4.89M,-7.87%,253318,973.00K
560,FUV,"Arcimoto, Inc.",4.80M,0.20%,21621,6.61M
561,SBET,SharpLink Gaming Ltd.,4.29M,-,5176,-
562,EJH,E-Home Household Service Holdings Limited,4.03M,-0.74%,132176,68.32M
563,UCAR,U Power Limited,3.71M,-13.45%,15526249,754.09K
564,DBGI,"Digital Brands Group, Inc.",3.60M,-0.88%,43014,12.41M
565,WNW,Meiwu Technology Company Limited,3.58M,-,110310,30.30M
566,OCTO,Eightco Holdings Inc.,3.43M,-0.52%,127756,75.82M
567,SECO,Secoo Holding Limited,3.39M,5.96%,80386,413.47M
568,NVVE,Nuvve Holding Corp.,3.38M,0.20%,31881,7.83M
569,REBN,"Reborn Coffee, Inc.",3.31M,-6.02%,108927,5.02M
570,JWEL,Jowell Global Ltd.,3.29M,-9.36%,8590,193.98M
571,NVFY,"Nova LifeStyle, Inc.",2.76M,-5.33%,8525,11.06M
572,IVP,"Inspire Veterinary Partners, Inc.",2.47M,-20.04%,18369406,16.07M
573,AUVI,"Applied UV, Inc.",2.30M,-0.54%,36390,37.94M
574,JFBR,Jeffs' Brands Ltd,1.93M,-31.80%,2906999,7.39M
575,AREB,"American Rebel Holdings, Inc.",1.84M,-7.05%,186855,15.27M
576,BQ,Boqii Holding Limited,1.12M,-4.73%,48156,122.67M
