,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
371,OFLX,"Omega Flex, Inc.",705.59M,0.04%,7899,111.47M
372,EGLE,Eagle Bulk Shipping Inc.,704.24M,2.25%,207593,393.80M
373,GSL,"Global Ship Lease, Inc.",700.25M,1.41%,276421,674.80M
374,IIIN,"Insteel Industries, Inc.",684.77M,-0.62%,64380,604.01M
375,SPCE,"Virgin Galactic Holdings, Inc.",667.83M,-3.47%,8699400,6.80M
376,HSII,"Heidrick & Struggles International, Inc.",666.44M,-1.57%,121192,1.04B
377,AGX,"Argan, Inc.",655.47M,-1.34%,56051,527.56M
378,NVRI,Enviri Corporation,654.65M,0.12%,261214,2.07B
379,IRS,IRSA Inversiones y Representaciones SA,654.62M,0.26%,92542,348.50M
380,ASC,Ardmore Shipping Corporation,651.79M,1.41%,744805,395.98M
381,NPWR,NET Power Inc.,647.76M,-1.32%,477717,175.00K
382,TPC,Tutor Perini Corporation,645.64M,-2.40%,336890,3.88B
383,CASS,"Cass Information Systems, Inc.",643.28M,0.08%,35714,197.51M
384,PLPC,Preformed Line Products Company,635.01M,-0.25%,18014,669.68M
385,PL,Planet Labs PBC,632.78M,-2.27%,885623,214.82M
386,ATRO,Astronics Corporation,612.16M,-0.94%,93444,689.21M
387,LNZA,"LanzaTech Global, Inc.",610.57M,-2.91%,534932,62.63M
388,CLCO,Cool Company Ltd.,605.77M,-1.50%,196519,372.12M
389,CVLG,"Covenant Logistics Group, Inc.",598.67M,1.28%,47205,1.10B
390,GLDD,Great Lakes Dredge & Dock Corporation,587.62M,0.12%,299464,589.63M
391,TITN,Titan Machinery Inc.,579.46M,0.47%,154435,2.49B
392,EVLV,"Evolv Technologies Holdings, Inc.",561.56M,0.27%,875169,80.42M
393,FIP,FTAI Infrastructure Inc.,561.29M,5.56%,584136,310.42M
394,CRESY,Cresud S.A.C.I.F. y A.,558.61M,1.40%,125282,743.19M
395,SB,"Safe Bulkers, Inc.",553.62M,1.61%,984900,284.40M
396,LMB,"Limbach Holdings, Inc.",540.93M,1.58%,178385,517.14M
397,NPK,"National Presto Industries, Inc.",538.19M,-0.05%,20440,356.54M
398,KE,"Kimball Electronics, Inc.",535.43M,0.47%,78028,1.84B
399,AMSC,American Superconductor Corporation,531.20M,-1.09%,374084,135.35M
400,FC,Franklin Covey Co.,527.46M,-0.51%,21115,279.55M
401,LILM,Lilium N.V.,522.74M,-2.45%,2332184,-
402,EBF,"Ennis, Inc.",513.35M,-0.25%,85322,425.37M
403,ADSE,ADS-TEC Energy PLC,512.42M,8.59%,59200,60.74M
404,ACCO,ACCO Brands Corporation,511.66M,-,647293,1.83B
405,FCEL,"FuelCell Energy, Inc.",501.57M,-4.50%,12617614,103.01M
406,BWMN,Bowman Consulting Group Ltd.,492.49M,19.07%,258856,328.90M
407,SAVE,"Spirit Airlines, Inc.",491.56M,2.45%,9726825,5.36B
408,CMPO,"CompoSecure, Inc.",476.15M,-0.67%,138289,384.52M
409,MTW,"The Manitowoc Company, Inc.",471.70M,-1.86%,186700,2.23B
410,RGP,"Resources Connection, Inc.",470.11M,-1.75%,490096,704.52M
411,EAF,GrafTech International Ltd.,462.30M,3.89%,2243885,620.50M
412,TRC,Tejon Ranch Co.,441.99M,-1.45%,40876,44.74M
413,CIX,CompX International Inc.,437.26M,-8.67%,12807,161.29M
414,BBCP,"Concrete Pumping Holdings, Inc.",419.13M,0.26%,109359,446.38M
415,KODK,Eastman Kodak Company,416.06M,-0.38%,978140,1.15B
416,ACTG,Acacia Research Corporation,401.54M,-,77120,45.91M
417,DSKE,"Daseke, Inc.",389.87M,0.12%,279151,1.57B
418,FORR,"Forrester Research, Inc.",387.88M,-0.75%,234177,480.78M
419,PANL,"Pangaea Logistics Solutions, Ltd.",383.35M,1.09%,151497,495.31M
420,SWIM,"Latham Group, Inc.",376.40M,-0.61%,228547,583.55M
421,TBI,"TrueBlue, Inc.",370.69M,-2.37%,524392,1.91B
422,SHYF,"The Shyft Group, Inc.",367.16M,-1.67%,129013,872.20M
423,CVEO,Civeo Corporation,364.40M,0.48%,71391,700.81M
424,ASLE,AerSale Corporation,359.52M,4.08%,1079854,334.50M
425,PTSI,"P.A.M. Transportation Services, Inc.",356.75M,1.50%,18585,868.25M
426,CYD,China Yuchai International Limited,355.88M,1.95%,24897,2.30B
427,HSHP,Himalaya Shipping Ltd.,350.32M,-,64187,36.74M
428,MTRX,Matrix Service Company,349.77M,1.41%,155395,765.45M
429,DSX,Diana Shipping Inc.,349.15M,1.99%,1056381,262.10M
430,ALTG,Alta Equipment Group Inc.,344.07M,-0.37%,173585,1.91B
431,WLDN,"Willdan Group, Inc.",342.87M,4.31%,59015,510.10M
432,NWPX,Northwest Pipe Company,331.29M,0.93%,27069,444.36M
433,WLFC,Willis Lease Finance Corporation,328.80M,-0.76%,3085,392.42M
434,AMBI,Ambipar Emergency Response,325.93M,2.04%,11481,-
435,PKOH,Park-Ohio Holdings Corp.,316.66M,-0.04%,13332,1.66B
436,LEV,The Lion Electric Company,309.92M,-1.46%,152696,253.50M
437,PKE,Park Aerospace Corp.,309.07M,0.26%,26085,53.20M
438,NL,"NL Industries, Inc.",305.21M,1.44%,37878,161.29M
439,BLDE,"Blade Air Mobility, Inc.",297.79M,-30.33%,5640136,215.84M
440,ORN,"Orion Group Holdings, Inc.",292.61M,-5.90%,441286,711.78M
441,NVX,Novonix Limited,290.18M,20.25%,147301,8.05M
442,POWW,"AMMO, Inc.",288.35M,-0.41%,419111,148.32M
443,LXFR,Luxfer Holdings PLC,283.16M,-4.15%,85777,405.00M
444,LGCL,Lucas GC Limited,281.65M,18.39%,539449,178.98M
445,MG,"Mistras Group, Inc.",273.54M,-3.37%,105542,705.47M
446,MEC,"Mayville Engineering Company, Inc.",272.08M,-0.97%,38823,588.43M
447,EVI,"EVI Industries, Inc.",267.81M,2.74%,9222,367.55M
448,ESEA,Euroseas Ltd.,266.96M,1.72%,26759,189.36M
449,SPIR,"Spire Global, Inc.",264.47M,-0.92%,216803,105.70M
450,SLDP,"Solid Power, Inc.",264.39M,1.37%,1389268,17.41M
451,QUAD,"Quad/Graphics, Inc.",264.02M,0.20%,146668,2.96B
452,AMPX,"Amprius Technologies, Inc.",260.77M,-3.73%,520038,5.90M
453,GHM,Graham Corporation,260.42M,2.04%,34935,179.49M
454,RLGT,"Radiant Logistics, Inc.",257.61M,-0.55%,90954,888.28M
455,SLND,"Southland Holdings, Inc.",255.06M,5.13%,30727,1.16B
456,BYRN,Byrna Technologies Inc.,252.14M,-0.52%,243579,42.64M
457,FSTR,L.B. Foster Company,246.99M,-0.62%,27836,543.74M
458,BAER,"Bridger Aerospace Group Holdings, Inc.",246.58M,-1.38%,18842,66.71M
459,FREY,FREYR Battery,244.48M,-4.29%,1302140,-
460,NNBR,"NN, Inc.",240.08M,-17.95%,687565,494.75M
461,TWIN,"Twin Disc, Incorporated",238.76M,-3.87%,9404,294.24M
462,GENC,"Gencor Industries, Inc.",238.19M,-1.52%,19322,105.27M
463,PFMT,Performant Financial Corporation,234.47M,-0.33%,199124,110.42M
464,LLAP,Terran Orbital Corporation,233.35M,-,2397701,136.24M
465,MVST,"Microvast Holdings, Inc.",222.06M,-6.61%,5484104,266.84M
466,RCMT,"RCM Technologies, Inc.",217.66M,3.63%,51155,262.43M
467,GASS,StealthGas Inc.,217.15M,0.66%,67115,143.53M
468,AAN,"The Aaron's Company, Inc.",212.86M,-1.13%,345587,2.14B
469,BLNK,Blink Charging Co.,209.64M,0.96%,8013520,120.49M
470,RDW,Redwire Corporation,201.53M,1.93%,136096,234.02M
471,DLHC,DLH Holdings Corp.,197.24M,-0.29%,21640,401.00M
472,EOSE,"Eos Energy Enterprises, Inc.",190.89M,4.60%,3839275,16.38M
473,SST,"System1, Inc.",187.90M,-1.74%,32787,589.77M
474,KNOP,KNOT Offshore Partners LP,185.52M,0.19%,44813,290.72M
475,SCWO,"374Water, Inc.",183.08M,0.72%,71921,1.65M
476,TUSK,"Mammoth Energy Services, Inc.",177.14M,-1.62%,39053,309.49M
477,GRIN,Grindrod Shipping Holdings Ltd.,175.05M,1.67%,18525,387.10M
478,LUNR,"Intuitive Machines, Inc.",174.46M,-2.35%,2551736,86.95M
479,HQI,"HireQuest, Inc.",171.67M,0.16%,4709,32.28M
480,SHIM,Shimmick Corporation,164.18M,-1.23%,25794,655.24M
481,SHIP,Seanergy Maritime Holdings Corp.,161.40M,4.01%,286408,125.02M
482,ULBI,Ultralife Corporation,159.97M,-11.03%,142743,150.20M
483,EVTL,Vertical Aerospace Ltd.,151.56M,-3.80%,202589,-
484,EML,The Eastern Company,151.09M,3.43%,7163,275.54M
485,TG,Tredegar Corporation,149.33M,-3.94%,114273,724.66M
486,GWH,"ESS Tech, Inc.",147.20M,-3.62%,916916,4.76M
487,TPIC,"TPI Composites, Inc.",146.68M,-2.22%,650551,1.46B
488,ISSC,"Innovative Solutions and Support, Inc.",143.17M,-0.61%,42189,37.60M
489,QRHC,Quest Resource Holding Corporation,142.95M,-1.13%,25877,281.29M
490,CSTE,Caesarstone Ltd.,142.29M,1.94%,58724,565.23M
491,SFWL,Shengfeng Development Limited,135.14M,-4.17%,114869,388.76M
492,MNTX,"Manitex International, Inc.",134.21M,-5.44%,41063,291.39M
493,HURC,"Hurco Companies, Inc.",130.71M,-2.08%,41454,218.18M
494,ESOA,Energy Services of America Corporation,130.23M,-2.30%,74405,334.23M
495,DHX,"DHI Group, Inc.",129.69M,-5.56%,164738,151.88M
496,TAYD,"Taylor Devices, Inc.",127.37M,0.79%,12221,40.87M
497,CRGO,Freightos Limited,121.00M,2.56%,8113,20.28M
498,TATT,TAT Technologies Ltd.,120.19M,-0.09%,24455,113.79M
499,PESI,"Perma-Fix Environmental Services, Inc.",119.80M,-0.93%,15832,83.77M
500,SKYX,SKYX Platforms Corp.,118.89M,-3.10%,184437,36.62M
501,ARQ,"Arq, Inc.",115.17M,-5.45%,109104,94.49M
502,GIFI,"Gulf Island Fabrication, Inc.",112.83M,-1.59%,104266,151.07M
503,ARC,"ARC Document Solutions, Inc.",112.47M,1.15%,113931,281.20M
504,BW,"Babcock & Wilcox Enterprises, Inc.",111.27M,-3.88%,1148188,1.05B
505,SCX,The L.S. Starrett Company,109.60M,-0.13%,199816,251.66M
506,SOAR,Volato Group Inc.,106.40M,0.95%,45030,109.72M
507,BGSF,"BGSF, Inc.",105.90M,1.24%,12154,316.88M
508,ELVA,Electrovaya Inc.,104.72M,0.50%,28166,44.06M
509,MHH,"Mastech Digital, Inc.",103.23M,-0.68%,1644,212.26M
510,TORO,Toro Corp.,102.42M,4.74%,32599,78.47M
511,FBYD,"Falcon's Beyond Global, Inc.",102.30M,-0.66%,3207,22.85M
512,IVAC,"Intevac, Inc.",101.52M,-,41194,52.67M
513,VTSI,"VirTra, Inc.",99.85M,-0.33%,102296,36.57M
514,CBAT,"CBAK Energy Technology, Inc.",99.33M,5.50%,189867,202.72M
515,RR,Richtech Robotics Inc.,98.52M,-,65357,8.92M
516,MPU,Mega Matrix Corp.,95.33M,-7.46%,254521,1.51M
517,PMEC,Primech Holdings Ltd.,86.56M,-7.11%,10389,69.03M
518,AENT,Alliance Entertainment Holding Corporation,84.55M,-8.54%,47351,1.13B
519,OMEX,"Odyssey Marine Exploration, Inc.",83.57M,3.13%,101629,1.11M
520,SRFM,Surf Air Mobility Inc.,80.99M,-4.47%,307094,100.01M
521,IPWR,Ideal Power Inc.,75.80M,2.75%,16615,154.00K
522,ZCAR,"Zoomcar Holdings, Inc.",74.82M,-,71877,16.54M
523,XOS,"Xos, Inc.",74.22M,7.80%,14535,34.72M
524,LICY,Li-Cycle Holdings Corp.,71.50M,46.32%,60412865,-
525,APT,"Alpha Pro Tech, Ltd.",70.93M,1.48%,85134,58.19M
526,FLUX,"Flux Power Holdings, Inc.",68.45M,-2.17%,100206,64.48M
527,EDRY,EuroDry Ltd.,66.08M,2.89%,15970,47.59M
528,TOPS,Top Ships Inc.,64.81M,-4.53%,23457,124.43M
529,ESP,Espey Mfg. & Electronics Corp.,63.75M,0.51%,13097,37.02M
530,CODA,"Coda Octopus Group, Inc.",62.19M,-0.36%,13523,19.35M
531,PPIH,"Perma-Pipe International Holdings, Inc.",60.93M,-0.13%,2053,146.93M
532,PPSI,"Pioneer Power Solutions, Inc.",57.59M,0.34%,207587,42.60M
533,BEEP,Mobile Infrastructure Corporation,57.00M,0.41%,96890,44.38M
534,RAIL,"FreightCar America, Inc.",55.50M,-0.32%,17850,360.48M
535,AQMS,"Aqua Metals, Inc.",54.01M,-0.20%,329662,25.00K
536,VATE,INNOVATE Corp.,53.63M,3.68%,304582,1.42B
537,BWEN,"Broadwind, Inc.",50.90M,-1.69%,70684,203.48M
538,NTIP,"Network-1 Technologies, Inc.",50.55M,-1.39%,1519,2.60M
539,AP,Ampco-Pittsburgh Corporation,50.46M,-1.57%,22565,407.77M
540,AIRT,"Air T, Inc.",50.05M,3.83%,9004,288.53M
541,OPXS,"Optex Systems Holdings, Inc",48.11M,0.57%,16044,28.59M
542,PXS,Pyxis Tankers Inc.,47.28M,-0.88%,24051,50.60M
543,GLBS,Globus Maritime Limited,46.10M,2.23%,64171,32.40M
544,SUGP,SU Group Holdings Limited,44.12M,-3.16%,104745,20.92M
545,KSCP,"Knightscope, Inc.",43.29M,-6.57%,1479698,12.13M
546,VCIG,VCI Global Limited,42.40M,3.64%,147253,12.54M
547,BEST,BEST Inc.,42.15M,-0.94%,13533,1.11B
548,LTBR,Lightbridge Corporation,41.33M,-4.78%,46602,-
549,CLIR,ClearSign Technologies Corporation,40.98M,0.46%,54224,1.18M
550,CTRM,Castor Maritime Inc.,40.81M,0.28%,306391,97.52M
551,HSON,"Hudson Global, Inc.",40.45M,-1.53%,1244,176.72M
552,AZ,A2Z Smart Technologies Corp.,40.38M,-16.15%,197118,15.75M
553,HOVR,New Horizon Aircraft Ltd.,40.23M,-9.40%,83173,-
554,JOB,"GEE Group, Inc.",39.19M,5.83%,501139,141.93M
555,STI,Solidion Technology Inc.,38.72M,-17.71%,3376644,19.04K
556,HYFM,"Hydrofarm Holdings Group, Inc.",38.06M,-0.91%,42860,226.58M
557,FTEK,"Fuel Tech, Inc.",35.55M,-5.98%,283154,27.08M
558,MESA,"Mesa Air Group, Inc.",35.54M,-7.04%,616989,498.07M
559,SVT,"Servotronics, Inc.",34.57M,-,92,43.47M
560,GTEC,Greenland Technologies Holding Corporation,34.12M,1.20%,16320,86.69M
561,CCTG,CCSC Technology International Holdings Limited,34.05M,-1.34%,40660,15.94M
562,AERT,Aeries Technology Inc.,33.90M,1.38%,39473,105.90M
563,DFLI,Dragonfly Energy Holdings Corp.,33.05M,3.07%,169640,74.16M
564,RFIL,"RF Industries, Ltd.",32.89M,-0.63%,5476,72.17M
565,CVV,CVD Equipment Corporation,32.83M,0.86%,6559,27.23M
566,CVU,"CPI Aerostructures, Inc.",31.93M,-3.57%,18856,87.04M
567,GFAI,"Guardforce AI Co., Limited",31.46M,1.56%,320824,35.95M
568,LICN,Lichen China Limited,30.21M,3.57%,13180,33.58M
569,CACO,Caravelle International Group,29.85M,-5.23%,3618,133.78M
570,OESX,"Orion Energy Systems, Inc.",29.76M,1.20%,93649,85.80M
571,NEOV,NeoVolta Inc.,28.58M,-3.26%,22153,3.13M
572,SPEC,Spectaire Holdings Inc.,28.39M,-9.50%,58193,-
573,APWC,Asia Pacific Wire & Cable Corporation Limited,27.63M,-,14004,433.89M
574,SNT,Senstar Technologies Ltd.,26.57M,0.88%,39032,33.77M
575,EPOW,"Sunrise New Energy Co., Ltd.",25.09M,2.08%,43297,48.57M
576,TISI,"Team, Inc.",24.99M,3.77%,21292,862.62M
577,USEA,United Maritime Corporation,24.82M,3.15%,116598,33.42M
578,FPAY,"FlexShopper, Inc.",24.47M,2.65%,35397,108.12M
579,XPON,Expion360 Inc.,24.10M,-2.62%,27228,6.54M
580,JYD,Jayud Global Logistics Limited,24.09M,-3.03%,4835,90.89M
581,SGRP,"SPAR Group, Inc.",23.94M,-0.98%,20831,262.29M
582,UGRO,"urban-gro, Inc.",23.34M,4.26%,29325,73.86M
583,PSHG,Performance Shipping Inc.,23.27M,2.12%,175423,108.94M
584,ALPP,"Alpine 4 Holdings, Inc.",22.35M,-3.32%,25366,106.08M
585,WHLM,"Wilhelmina International, Inc.",21.30M,3.59%,236,17.54M
586,IGC,IGC Pharma Inc,21.23M,1.98%,523755,1.22M
587,PIXY,"ShiftPixy, Inc.",20.78M,-19.41%,98417,15.64M
588,IPDN,"Professional Diversity Network, Inc.",19.56M,-5.85%,16828,7.76M
589,RVSN,Rail Vision Ltd.,19.33M,-4.30%,2861624,142.00K
590,DCFC,Tritium DCFC Limited,19.23M,-3.34%,2195830,184.54M
591,SIF,"SIFCO Industries, Inc.",18.74M,1.66%,2478,86.78M
592,LIQT,"LiqTech International, Inc.",17.53M,1.31%,17232,18.09M
593,OPTT,"Ocean Power Technologies, Inc.",17.13M,1.34%,192082,3.88M
594,SIDU,"Sidus Space, Inc.",16.93M,-4.20%,290196,6.95M
595,GVH,Globavend Holdings Limited,16.05M,-3.92%,3249,18.59M
596,OP,OceanPal Inc.,15.95M,7.94%,76650,18.87M
597,LASE,Laser Photonics Corporation,15.76M,5.14%,129475,4.61M
598,TOMZ,"TOMI Environmental Solutions, Inc.",14.55M,-1.11%,12812,8.64M
599,CVR,Chicago Rivet & Machine Co.,14.44M,0.40%,130,31.58M
600,ASTC,Astrotech Corporation,13.75M,-0.72%,5406,1.99M
601,AIRI,Air Industries Group,13.59M,-0.24%,1399,51.94M
602,JAN,JanOne Inc.,13.19M,-4.51%,101395,11.16M
603,GRNQ,Greenpro Capital Corp.,13.11M,-5.20%,34334,3.29M
604,ROMA,Roma Green Finance Limited,12.93M,3.77%,229354,1.74M
605,ASTR,"Astra Space, Inc.",12.83M,-1.55%,543011,963.00K
606,IDEX,"Ideanomics, Inc.",12.69M,-,219515,36.48M
607,SHPW,"Shapeways Holdings, Inc.",12.44M,-2.37%,5877,33.72M
608,KITT,"Nauticus Robotics, Inc.",11.83M,-21.44%,2573810,8.77M
609,VRME,"VerifyMe, Inc.",11.69M,23.93%,150416,26.30M
610,IVDA,"Iveda Solutions, Inc.",11.55M,0.99%,42329,7.59M
611,CHNR,"China Natural Resources, Inc.",11.40M,4.31%,14161,2.91M
612,MWG,Multi Ways Holdings Ltd,11.32M,2.18%,16689,32.64M
613,CLWT,Euro Tech Holdings Company Limited,11.04M,-0.70%,4304,16.18M
614,YGMZ,MingZhu Logistics Holdings Limited,11.01M,-2.14%,79724,109.83M
615,DPRO,Draganfly Inc.,10.98M,-1.92%,589640,5.15M
616,WLGS,"WANG & LEE GROUP, Inc.",10.85M,3.61%,27865,4.36M
617,ARTW,"Art's-Way Manufacturing Co., Inc.",9.77M,-2.59%,4121,30.28M
618,ENG,ENGlobal Corporation,9.47M,-2.23%,12778,40.79M
619,HIHO,Highway Holdings Limited,9.23M,2.45%,2099,-
620,AWX,Avalon Holdings Corporation,9.18M,-7.02%,543,84.54M
621,ILAG,Intelligent Living Application Group Inc.,9.12M,-1.76%,43528,6.75M
622,RAYA,Erayak Power Solution Group Inc.,8.55M,-4.25%,5234,24.88M
623,EFSH,1847 Holdings LLC,8.22M,10.87%,209688,63.06M
624,PRZO,ParaZero Technologies Ltd.,7.94M,0.68%,49932,560.12K
625,MNTS,Momentus Inc.,7.53M,-1.61%,741262,2.19M
626,DGLY,"Digital Ally, Inc.",7.42M,4.53%,133706,31.19M
627,GWAV,"Greenwave Technology Solutions, Inc.",7.42M,-5.92%,341936,32.65M
628,POLA,"Polar Power, Inc.",7.20M,5.46%,531213,18.05M
629,ESGL,ESGL Holdings Ltd,7.01M,-19.60%,256216,8.39M
630,KIQ,Kelso Technologies Inc.,6.69M,5.35%,373522,10.14M
631,KWE,KWESST Micro Systems Inc.,6.25M,5.53%,22644,786.61K
632,GPAK,Gamer Pakistan Inc.,5.88M,2.07%,98288,-
633,VIEW,"View, Inc.",5.78M,-1.41%,43326,128.84M
634,SGLY,Singularity Future Technology Ltd.,5.43M,32.06%,23582212,3.68M
635,BURU,"Nuburu, Inc.",5.38M,3.04%,21278,2.15M
636,AEHL,Antelope Enterprise Holdings Limited,5.37M,-2.00%,21470,63.62M
637,SGBX,Safe & Green Holdings Corp,4.81M,8.36%,712045,18.67M
638,CEAD,CEA Industries Inc.,4.56M,1.63%,7358,8.12M
639,ATXG,Addentax Group Corp.,4.29M,1.00%,23047,5.15M
640,AGFY,Agrify Corporation,4.25M,-4.90%,336319,19.90M
641,JCSE,JE Cleantech Holdings Limited,3.76M,-16.13%,15123,14.89M
642,CISS,C3is Inc.,3.74M,-3.74%,1495773,-
643,BKYI,"BIO-key International, Inc.",3.68M,7.39%,357864,8.59M
644,UUU,"Universal Security Instruments, Inc.",3.54M,-3.27%,62452,21.00M
645,SMX,SMX (Security Matters) PLC,2.93M,-13.50%,2412071,-
646,TBLT,"ToughBuilt Industries, Inc.",2.82M,-0.82%,62543,89.62M
647,NXU,"Nxu, Inc.",2.64M,-4.78%,733554,-
648,STAF,"Staffing 360 Solutions, Inc.",2.62M,3.80%,31008,258.50M
649,LGMK,"LogicMark, Inc.",2.56M,-3.36%,25321,9.65M
650,RCRT,"Recruiter.com Group, Inc.",2.45M,-4.05%,6123,9.94M
651,SPCB,SuperCom Ltd.,1.16M,-1.18%,537668,25.51M
652,AULT,"Ault Alliance, Inc.",1.08M,-12.18%,10586507,160.92M
